"DT_RUN","LB_EVENT","TS_START","TS_END","NB_ROW"
"2021-06-20",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-20 06:00:00","2021-06-20 06:00:00",0
"2021-06-21",AGG_MATCH_DAILY,"2021-06-21 01:00:00","2021-06-21 01:00:00",0
"2021-06-21",AGG_MATCHs_UPDATES,"2021-06-21 13:00:00","2021-06-21 13:00:01",0
"2021-06-21",DIM_JOUEUR_UPDATES,"2021-06-21 00:20:01","2021-06-21 00:20:02",0
"2021-06-21",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-21 06:00:00","2021-06-21 06:00:00",0
"2021-06-22",AGG_MATCH_DAILY,"2021-06-22 01:00:00","2021-06-22 01:00:00",0
"2021-06-22",AGG_MATCHs_UPDATES,"2021-06-22 13:00:00","2021-06-22 13:00:01",0
"2021-06-22",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-22 06:00:00","2021-06-22 06:00:00",0
"2021-06-23",AGG_MATCH_DAILY,"2021-06-23 01:00:00","2021-06-23 01:00:00",0
"2021-06-23",AGG_MATCHs_UPDATES,"2021-06-23 13:00:00","2021-06-23 13:00:01",0
"2021-06-23",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-23 06:00:00","2021-06-23 06:00:00",0
"2021-06-24",AGG_MATCH_DAILY,"2021-06-24 01:00:00","2021-06-24 01:00:00",0
"2021-06-24",AGG_MATCHs_UPDATES,"2021-06-24 13:00:00","2021-06-24 13:00:02",0
"2021-06-24",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-24 06:00:00","2021-06-24 06:00:00",0
"2021-06-25",AGG_MATCH_DAILY,"2021-06-25 01:00:00","2021-06-25 01:00:00",0
"2021-06-25",AGG_MATCHs_UPDATES,"2021-06-25 13:00:00","2021-06-25 13:00:02",0
"2021-06-25",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-25 06:00:00","2021-06-25 06:00:00",0
"2021-06-26",AGG_MATCH_DAILY,"2021-06-26 01:00:00","2021-06-26 01:00:01",0
"2021-06-26",AGG_MATCHs_UPDATES,"2021-06-26 13:00:00","2021-06-26 13:00:02",0
"2021-06-26",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-26 06:00:00","2021-06-26 06:00:00",0
"2021-06-27",AGG_MATCH_DAILY,"2021-06-27 01:00:00","2021-06-27 01:00:01",0
"2021-06-27",AGG_MATCHs_UPDATES,"2021-06-27 13:00:00","2021-06-27 13:00:02",0
"2021-06-27",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-27 06:00:00","2021-06-27 06:00:00",0
"2021-06-28",AGG_MATCH_DAILY,"2021-06-28 01:00:00","2021-06-28 01:00:01",0
"2021-06-28",AGG_MATCHs_UPDATES,"2021-06-28 13:00:00","2021-06-28 13:00:01",0
"2021-06-28",DIM_JOUEUR_UPDATES,"2021-06-28 00:20:01","2021-06-28 00:20:02",0
"2021-06-28",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-28 06:00:01","2021-06-28 06:00:01",0
"2021-06-29",AGG_MATCH_DAILY,"2021-06-29 01:00:00","2021-06-29 01:00:00",0
"2021-06-29",AGG_MATCHs_UPDATES,"2021-06-29 13:00:00","2021-06-29 13:00:01",0
"2021-06-29",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-29 06:00:00","2021-06-29 06:00:00",0
"2021-06-30",AGG_MATCH_DAILY,"2021-06-30 01:00:00","2021-06-30 01:00:01",0
"2021-06-30",AGG_MATCHs_UPDATES,"2021-06-30 13:00:00","2021-06-30 13:00:03",0
"2021-06-30",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-06-30 06:00:00","2021-06-30 06:00:00",0
"2021-07-01",AGG_MATCH_DAILY,"2021-07-01 01:00:00","2021-07-01 01:00:00",0
"2021-07-01",AGG_MATCHs_UPDATES,"2021-07-01 13:00:00","2021-07-01 13:00:01",0
"2021-07-01",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-01 06:00:00","2021-07-01 06:00:00",0
"2021-07-02",AGG_MATCH_DAILY,"2021-07-02 01:00:00","2021-07-02 01:00:00",0
"2021-07-02",AGG_MATCHs_UPDATES,"2021-07-02 13:00:00","2021-07-02 13:00:02",0
"2021-07-02",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-02 06:00:00","2021-07-02 06:00:00",0
"2021-07-03",AGG_MATCH_DAILY,"2021-07-03 01:00:00","2021-07-03 01:00:00",0
"2021-07-03",AGG_MATCHs_UPDATES,"2021-07-03 13:00:00","2021-07-03 13:00:04",0
"2021-07-03",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-03 06:00:00","2021-07-03 06:00:00",0
"2021-07-04",AGG_MATCH_DAILY,"2021-07-04 01:00:00","2021-07-04 01:00:00",0
"2021-07-04",AGG_MATCHs_UPDATES,"2021-07-04 13:00:00","2021-07-04 13:00:02",0
"2021-07-04",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-04 06:00:00","2021-07-04 06:00:00",0
"2021-07-05",AGG_MATCH_DAILY,"2021-07-05 01:00:00","2021-07-05 01:00:01",0
"2021-07-05",AGG_MATCHs_UPDATES,"2021-07-05 13:00:00","2021-07-05 13:00:03",0
"2021-07-05",DIM_JOUEUR_UPDATES,"2021-07-05 00:20:00","2021-07-05 00:20:02",0
"2021-07-05",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-05 06:00:00","2021-07-05 06:00:00",0
"2021-07-06",AGG_MATCH_DAILY,"2021-07-06 01:00:00","2021-07-06 01:00:01",0
"2021-07-06",AGG_MATCHs_UPDATES,"2021-07-06 13:00:00","2021-07-06 13:00:02",0
"2021-07-06",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-06 06:00:00","2021-07-06 06:00:00",0
"2021-07-07",AGG_MATCH_DAILY,"2021-07-07 01:00:00","2021-07-07 01:00:01",0
"2021-07-07",AGG_MATCHs_UPDATES,"2021-07-07 13:00:00","2021-07-07 13:00:02",0
"2021-07-07",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-07 06:00:00","2021-07-07 06:00:00",0
"2021-07-08",AGG_MATCH_DAILY,"2021-07-08 01:00:01","2021-07-08 01:00:01",0
"2021-07-08",AGG_MATCHs_UPDATES,"2021-07-08 13:00:00","2021-07-08 13:00:01",0
"2021-07-08",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-08 06:00:00","2021-07-08 06:00:00",0
"2021-07-09",AGG_MATCH_DAILY,"2021-07-09 01:00:00","2021-07-09 01:00:00",0
"2021-07-09",AGG_MATCHs_UPDATES,"2021-07-09 13:00:00","2021-07-09 13:00:02",0
"2021-07-09",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-09 06:00:00","2021-07-09 06:00:00",0
"2021-07-10",AGG_MATCH_DAILY,"2021-07-10 01:00:00","2021-07-10 01:00:00",0
"2021-07-10",AGG_MATCHs_UPDATES,"2021-07-10 13:00:00","2021-07-10 13:00:02",0
"2021-07-10",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-10 06:00:00","2021-07-10 06:00:00",0
"2021-07-11",AGG_MATCH_DAILY,"2021-07-11 01:00:00","2021-07-11 01:00:00",0
"2021-07-11",AGG_MATCHs_UPDATES,"2021-07-11 13:00:00","2021-07-11 13:00:01",0
"2021-07-11",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-11 06:00:00","2021-07-11 06:00:00",0
"2021-07-12",AGG_MATCH_DAILY,"2021-07-12 01:00:00","2021-07-12 01:00:01",0
"2021-07-12",AGG_MATCHs_UPDATES,"2021-07-12 13:00:00","2021-07-12 13:00:02",0
"2021-07-12",DIM_JOUEUR_UPDATES,"2021-07-12 00:20:00","2021-07-12 00:20:02",0
"2021-07-12",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-12 06:00:00","2021-07-12 06:00:00",0
"2021-07-13",AGG_MATCH_DAILY,"2021-07-13 01:00:00","2021-07-13 01:00:01",0
"2021-07-13",AGG_MATCHs_UPDATES,"2021-07-13 13:00:00","2021-07-13 13:00:02",0
"2021-07-13",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-13 06:00:00","2021-07-13 06:00:00",0
"2021-07-14",AGG_MATCH_DAILY,"2021-07-14 01:00:00","2021-07-14 01:00:01",0
"2021-07-14",AGG_MATCHs_UPDATES,"2021-07-14 13:00:00","2021-07-14 13:00:02",0
"2021-07-14",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-14 06:00:00","2021-07-14 06:00:00",0
"2021-07-15",AGG_MATCH_DAILY,"2021-07-15 01:00:00","2021-07-15 01:00:01",0
"2021-07-15",AGG_MATCHs_UPDATES,"2021-07-15 13:00:00","2021-07-15 13:00:02",0
"2021-07-15",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-15 06:00:00","2021-07-15 06:00:00",0
"2021-07-16",AGG_MATCH_DAILY,"2021-07-16 01:00:00","2021-07-16 01:00:00",0
"2021-07-16",AGG_MATCHs_UPDATES,"2021-07-16 13:00:00","2021-07-16 13:00:02",0
"2021-07-16",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-16 06:00:00","2021-07-16 06:00:00",0
"2021-07-17",AGG_MATCH_DAILY,"2021-07-17 01:00:00","2021-07-17 01:00:00",0
"2021-07-17",AGG_MATCHs_UPDATES,"2021-07-17 13:00:00","2021-07-17 13:00:02",0
"2021-07-17",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-17 06:00:00","2021-07-17 06:00:00",0
"2021-07-18",AGG_MATCH_DAILY,"2021-07-18 01:00:00","2021-07-18 01:00:01",0
"2021-07-18",AGG_MATCHs_UPDATES,"2021-07-18 13:00:00","2021-07-18 13:00:02",0
"2021-07-18",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-18 06:00:00","2021-07-18 06:00:00",0
"2021-07-19",AGG_MATCH_DAILY,"2021-07-19 01:00:00","2021-07-19 01:00:01",0
"2021-07-19",AGG_MATCHs_UPDATES,"2021-07-19 13:00:00","2021-07-19 13:00:02",0
"2021-07-19",DIM_JOUEUR_UPDATES,"2021-07-19 00:20:00","2021-07-19 00:20:02",0
"2021-07-19",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-19 06:00:00","2021-07-19 06:00:00",0
"2021-07-20",AGG_MATCH_DAILY,"2021-07-20 01:00:00","2021-07-20 01:00:01",0
"2021-07-20",AGG_MATCHs_UPDATES,"2021-07-20 13:00:00","2021-07-20 13:00:02",0
"2021-07-20",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-20 06:00:00","2021-07-20 06:00:00",0
"2021-07-21",AGG_MATCH_DAILY,"2021-07-21 01:00:00","2021-07-21 01:00:01",0
"2021-07-21",AGG_MATCHs_UPDATES,"2021-07-21 13:00:00","2021-07-21 13:00:02",0
"2021-07-21",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-21 06:00:00","2021-07-21 06:00:00",0
"2021-07-22",AGG_MATCH_DAILY,"2021-07-22 01:00:00","2021-07-22 01:00:01",0
"2021-07-22",AGG_MATCHs_UPDATES,"2021-07-22 13:00:00","2021-07-22 13:00:03",0
"2021-07-22",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-22 06:00:00","2021-07-22 06:00:00",0
"2021-07-23",AGG_MATCH_DAILY,"2021-07-23 01:00:01","2021-07-23 01:00:01",0
"2021-07-23",AGG_MATCHs_UPDATES,"2021-07-23 13:00:01","2021-07-23 13:00:03",0
"2021-07-23",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-23 06:00:00","2021-07-23 06:00:01",0
"2021-07-24",AGG_MATCH_DAILY,"2021-07-24 01:00:00","2021-07-24 01:00:00",0
"2021-07-24",AGG_MATCHs_UPDATES,"2021-07-24 13:00:00","2021-07-24 13:00:01",0
"2021-07-24",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-24 06:00:00","2021-07-24 06:00:00",0
"2021-07-25",AGG_MATCH_DAILY,"2021-07-25 01:00:00","2021-07-25 01:00:00",0
"2021-07-25",AGG_MATCHs_UPDATES,"2021-07-25 13:00:00","2021-07-25 13:00:02",0
"2021-07-25",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-25 06:00:00","2021-07-25 06:00:00",0
"2021-07-26",AGG_MATCH_DAILY,"2021-07-26 01:00:00","2021-07-26 01:00:00",0
"2021-07-26",AGG_MATCHs_UPDATES,"2021-07-26 13:00:00","2021-07-26 13:00:02",0
"2021-07-26",DIM_JOUEUR_UPDATES,"2021-07-26 00:20:00","2021-07-26 00:20:02",0
"2021-07-26",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-26 06:00:00","2021-07-26 06:00:00",0
"2021-07-27",AGG_MATCH_DAILY,"2021-07-27 01:00:00","2021-07-27 01:00:01",0
"2021-07-27",AGG_MATCHs_UPDATES,"2021-07-27 13:00:00","2021-07-27 13:00:02",0
"2021-07-27",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-27 06:00:00","2021-07-27 06:00:00",0
"2021-07-28",AGG_MATCH_DAILY,"2021-07-28 01:00:00","2021-07-28 01:00:01",0
"2021-07-28",AGG_MATCHs_UPDATES,"2021-07-28 13:00:00","2021-07-28 13:00:02",0
"2021-07-28",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-28 06:00:00","2021-07-28 06:00:00",0
"2021-07-29",AGG_MATCH_DAILY,"2021-07-29 01:00:01","2021-07-29 01:00:01",0
"2021-07-29",AGG_MATCHs_UPDATES,"2021-07-29 13:00:00","2021-07-29 13:00:01",0
"2021-07-29",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-29 06:00:00","2021-07-29 06:00:00",0
"2021-07-30",AGG_MATCH_DAILY,"2021-07-30 01:00:00","2021-07-30 01:00:00",0
"2021-07-30",AGG_MATCHs_UPDATES,"2021-07-30 13:00:00","2021-07-30 13:00:03",0
"2021-07-30",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-30 06:00:00","2021-07-30 06:00:00",0
"2021-07-31",AGG_MATCH_DAILY,"2021-07-31 01:00:00","2021-07-31 01:00:00",0
"2021-07-31",AGG_MATCHs_UPDATES,"2021-07-31 13:00:00","2021-07-31 13:00:02",0
"2021-07-31",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-07-31 06:00:00","2021-07-31 06:00:00",0
"2021-08-01",AGG_MATCH_DAILY,"2021-08-01 01:00:00","2021-08-01 01:00:01",0
"2021-08-01",AGG_MATCHs_UPDATES,"2021-08-01 13:00:00","2021-08-01 13:00:03",0
"2021-08-01",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-01 06:00:00","2021-08-01 06:00:00",0
"2021-08-02",AGG_MATCH_DAILY,"2021-08-02 01:00:00","2021-08-02 01:00:01",0
"2021-08-02",AGG_MATCHs_UPDATES,"2021-08-02 13:00:00","2021-08-02 13:00:03",0
"2021-08-02",DIM_JOUEUR_UPDATES,"2021-08-02 00:20:00","2021-08-02 00:20:02",0
"2021-08-02",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-02 06:00:00","2021-08-02 06:00:00",0
"2021-08-03",AGG_MATCH_DAILY,"2021-08-03 01:00:01","2021-08-03 01:00:01",0
"2021-08-03",AGG_MATCHs_UPDATES,"2021-08-03 13:00:01","2021-08-03 13:00:03",0
"2021-08-03",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-03 06:00:00","2021-08-03 06:00:01",0
"2021-08-04",AGG_MATCH_DAILY,"2021-08-04 01:00:00","2021-08-04 01:00:00",0
"2021-08-04",AGG_MATCHs_UPDATES,"2021-08-04 13:00:00","2021-08-04 13:00:01",0
"2021-08-04",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-04 06:00:00","2021-08-04 06:00:00",0
"2021-08-05",AGG_MATCH_DAILY,"2021-08-05 01:00:00","2021-08-05 01:00:00",0
"2021-08-05",AGG_MATCHs_UPDATES,"2021-08-05 13:00:00","2021-08-05 13:00:01",0
"2021-08-05",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-05 06:00:00","2021-08-05 06:00:00",0
"2021-08-06",AGG_MATCH_DAILY,"2021-08-06 01:00:00","2021-08-06 01:00:00",0
"2021-08-06",AGG_MATCHs_UPDATES,"2021-08-06 13:00:00","2021-08-06 13:00:02",0
"2021-08-06",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-06 06:00:00","2021-08-06 06:00:00",0
"2021-08-07",AGG_MATCH_DAILY,"2021-08-07 01:00:00","2021-08-07 01:00:00",0
"2021-08-07",AGG_MATCHs_UPDATES,"2021-08-07 13:00:00","2021-08-07 13:00:02",0
"2021-08-07",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-07 06:00:00","2021-08-07 06:00:00",0
"2021-08-08",AGG_MATCH_DAILY,"2021-08-08 01:00:00","2021-08-08 01:00:01",0
"2021-08-08",AGG_MATCHs_UPDATES,"2021-08-08 13:00:00","2021-08-08 13:00:02",0
"2021-08-08",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-08 06:00:00","2021-08-08 06:00:00",0
"2021-08-09",AGG_MATCH_DAILY,"2021-08-09 01:00:00","2021-08-09 01:00:01",0
"2021-08-09",AGG_MATCHs_UPDATES,"2021-08-09 13:00:00","2021-08-09 13:00:02",0
"2021-08-09",DIM_JOUEUR_UPDATES,"2021-08-09 00:20:00","2021-08-09 00:20:02",0
"2021-08-09",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-09 06:00:00","2021-08-09 06:00:00",0
"2021-08-10",AGG_MATCH_DAILY,"2021-08-10 01:00:00","2021-08-10 01:00:01",0
"2021-08-10",AGG_MATCHs_UPDATES,"2021-08-10 13:00:00","2021-08-10 13:00:02",0
"2021-08-10",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-10 06:00:00","2021-08-10 06:00:00",0
"2021-08-11",AGG_MATCH_DAILY,"2021-08-11 01:00:01","2021-08-11 01:00:01",0
"2021-08-11",AGG_MATCHs_UPDATES,"2021-08-11 13:00:00","2021-08-11 13:00:01",0
"2021-08-11",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-11 06:00:00","2021-08-11 06:00:00",0
"2021-08-12",AGG_MATCH_DAILY,"2021-08-12 01:00:00","2021-08-12 01:00:00",0
"2021-08-12",AGG_MATCHs_UPDATES,"2021-08-12 13:00:00","2021-08-12 13:00:01",0
"2021-08-12",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-12 06:00:00","2021-08-12 06:00:00",0
"2021-08-13",AGG_MATCH_DAILY,"2021-08-13 01:00:00","2021-08-13 01:00:00",0
"2021-08-13",AGG_MATCHs_UPDATES,"2021-08-13 13:00:00","2021-08-13 13:00:02",0
"2021-08-13",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-13 06:00:00","2021-08-13 06:00:00",0
"2021-08-14",AGG_MATCH_DAILY,"2021-08-14 01:00:00","2021-08-14 01:00:00",0
"2021-08-14",AGG_MATCHs_UPDATES,"2021-08-14 13:00:00","2021-08-14 13:00:02",0
"2021-08-14",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-14 06:00:00","2021-08-14 06:00:00",0
"2021-08-15",AGG_MATCH_DAILY,"2021-08-15 01:00:00","2021-08-15 01:00:01",0
"2021-08-15",AGG_MATCHs_UPDATES,"2021-08-15 13:00:00","2021-08-15 13:00:02",0
"2021-08-15",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-15 06:00:00","2021-08-15 06:00:00",0
"2021-08-16",AGG_MATCH_DAILY,"2021-08-16 01:00:00","2021-08-16 01:00:01",0
"2021-08-16",AGG_MATCHs_UPDATES,"2021-08-16 13:00:00","2021-08-16 13:00:03",0
"2021-08-16",DIM_JOUEUR_UPDATES,"2021-08-16 00:20:00","2021-08-16 00:20:02",0
"2021-08-16",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-16 06:00:00","2021-08-16 06:00:00",0
"2021-08-17",AGG_MATCH_DAILY,"2021-08-17 01:00:00","2021-08-17 01:00:01",0
"2021-08-17",AGG_MATCHs_UPDATES,"2021-08-17 13:00:00","2021-08-17 13:00:02",0
"2021-08-17",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-17 06:00:00","2021-08-17 06:00:00",0
"2021-08-18",AGG_MATCH_DAILY,"2021-08-18 01:00:01","2021-08-18 01:00:01",0
"2021-08-18",AGG_MATCHs_UPDATES,"2021-08-18 13:00:01","2021-08-18 13:00:03",0
"2021-08-18",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-18 06:00:00","2021-08-18 06:00:01",0
"2021-08-19",AGG_MATCH_DAILY,"2021-08-19 01:00:00","2021-08-19 01:00:00",0
"2021-08-19",AGG_MATCHs_UPDATES,"2021-08-19 13:00:00","2021-08-19 13:00:02",0
"2021-08-19",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-19 06:00:00","2021-08-19 06:00:00",0
"2021-08-20",AGG_MATCH_DAILY,"2021-08-20 01:00:00","2021-08-20 01:00:00",0
"2021-08-20",AGG_MATCHs_UPDATES,"2021-08-20 13:00:00","2021-08-20 13:00:02",0
"2021-08-20",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-20 06:00:00","2021-08-20 06:00:00",0
"2021-08-21",AGG_MATCH_DAILY,"2021-08-21 01:00:00","2021-08-21 01:00:00",0
"2021-08-21",AGG_MATCHs_UPDATES,"2021-08-21 13:00:00","2021-08-21 13:00:02",0
"2021-08-21",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-21 06:00:00","2021-08-21 06:00:00",0
"2021-08-22",AGG_MATCH_DAILY,"2021-08-22 01:00:00","2021-08-22 01:00:00",0
"2021-08-22",AGG_MATCHs_UPDATES,"2021-08-22 13:00:00","2021-08-22 13:00:02",0
"2021-08-22",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-22 06:00:00","2021-08-22 06:00:00",0
"2021-08-23",AGG_MATCH_DAILY,"2021-08-23 01:00:00","2021-08-23 01:00:00",0
"2021-08-23",AGG_MATCHs_UPDATES,"2021-08-23 13:00:00","2021-08-23 13:00:02",0
"2021-08-23",DIM_JOUEUR_UPDATES,"2021-08-23 00:20:00","2021-08-23 00:20:02",0
"2021-08-23",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-23 06:00:00","2021-08-23 06:00:00",0
"2021-08-24",AGG_MATCH_DAILY,"2021-08-24 01:00:00","2021-08-24 01:00:01",0
"2021-08-24",AGG_MATCHs_UPDATES,"2021-08-24 13:00:00","2021-08-24 13:00:02",0
"2021-08-24",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-24 06:00:00","2021-08-24 06:00:00",0
"2021-08-25",AGG_MATCH_DAILY,"2021-08-25 01:00:00","2021-08-25 01:00:01",0
"2021-08-25",AGG_MATCHs_UPDATES,"2021-08-25 13:00:00","2021-08-25 13:00:02",0
"2021-08-25",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-25 06:00:00","2021-08-25 06:00:00",0
"2021-08-26",AGG_MATCH_DAILY,"2021-08-26 01:00:01","2021-08-26 01:00:01",0
"2021-08-26",AGG_MATCHs_UPDATES,"2021-08-26 13:00:01","2021-08-26 13:00:02",0
"2021-08-26",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-26 06:00:00","2021-08-26 06:00:01",0
"2021-08-27",AGG_MATCH_DAILY,"2021-08-27 01:00:00","2021-08-27 01:00:00",0
"2021-08-27",AGG_MATCHs_UPDATES,"2021-08-27 13:00:00","2021-08-27 13:00:02",0
"2021-08-27",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-27 06:00:00","2021-08-27 06:00:00",0
"2021-08-28",AGG_MATCH_DAILY,"2021-08-28 01:00:00","2021-08-28 01:00:00",0
"2021-08-28",AGG_MATCHs_UPDATES,"2021-08-28 13:00:00","2021-08-28 13:00:02",0
"2021-08-28",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-28 06:00:00","2021-08-28 06:00:00",0
"2021-08-29",AGG_MATCH_DAILY,"2021-08-29 01:00:00","2021-08-29 01:00:01",0
"2021-08-29",AGG_MATCHs_UPDATES,"2021-08-29 13:00:00","2021-08-29 13:00:02",0
"2021-08-29",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-29 06:00:00","2021-08-29 06:00:00",0
"2021-08-30",AGG_MATCH_DAILY,"2021-08-30 01:00:00","2021-08-30 01:00:01",0
"2021-08-30",AGG_MATCHs_UPDATES,"2021-08-30 13:00:00","2021-08-30 13:00:02",0
"2021-08-30",DIM_JOUEUR_UPDATES,"2021-08-30 00:20:00","2021-08-30 00:20:02",0
"2021-08-30",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-30 06:00:00","2021-08-30 06:00:00",0
"2021-08-31",AGG_MATCH_DAILY,"2021-08-31 01:00:00","2021-08-31 01:00:01",0
"2021-08-31",AGG_MATCHs_UPDATES,"2021-08-31 13:00:00","2021-08-31 13:00:02",0
"2021-08-31",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-08-31 06:00:00","2021-08-31 06:00:00",0
"2021-09-01",AGG_MATCH_DAILY,"2021-09-01 01:00:00","2021-09-01 01:00:01",0
"2021-09-01",AGG_MATCHs_UPDATES,"2021-09-01 13:00:00","2021-09-01 13:00:02",0
"2021-09-01",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-01 06:00:00","2021-09-01 06:00:00",0
"2021-09-02",AGG_MATCH_DAILY,"2021-09-02 01:00:00","2021-09-02 01:00:01",0
"2021-09-02",AGG_MATCHs_UPDATES,"2021-09-02 13:00:00","2021-09-02 13:00:02",0
"2021-09-02",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-02 06:00:00","2021-09-02 06:00:00",0
"2021-09-03",AGG_MATCH_DAILY,"2021-09-03 01:00:00","2021-09-03 01:00:01",0
"2021-09-03",AGG_MATCHs_UPDATES,"2021-09-03 13:00:00","2021-09-03 13:00:02",0
"2021-09-03",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-03 06:00:00","2021-09-03 06:00:00",0
"2021-09-04",AGG_MATCH_DAILY,"2021-09-04 01:00:01","2021-09-04 01:00:01",0
"2021-09-04",AGG_MATCHs_UPDATES,"2021-09-04 13:00:00","2021-09-04 13:00:02",0
"2021-09-04",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-04 06:00:00","2021-09-04 06:00:00",0
"2021-09-05",AGG_MATCH_DAILY,"2021-09-05 01:00:00","2021-09-05 01:00:00",0
"2021-09-05",AGG_MATCHs_UPDATES,"2021-09-05 13:00:00","2021-09-05 13:00:02",0
"2021-09-05",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-05 06:00:00","2021-09-05 06:00:00",0
"2021-09-06",AGG_MATCH_DAILY,"2021-09-06 01:00:00","2021-09-06 01:00:00",0
"2021-09-06",AGG_MATCHs_UPDATES,"2021-09-06 13:00:00","2021-09-06 13:00:02",0
"2021-09-06",DIM_JOUEUR_UPDATES,"2021-09-06 00:20:00","2021-09-06 00:20:02",0
"2021-09-06",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-06 06:00:00","2021-09-06 06:00:00",0
"2021-09-07",AGG_MATCH_DAILY,"2021-09-07 01:00:00","2021-09-07 01:00:01",0
"2021-09-07",AGG_MATCHs_UPDATES,"2021-09-07 13:00:00","2021-09-07 13:00:02",0
"2021-09-07",DIM_SAISON_UPDATE_IS_ACTIVE,"2021-09-07 06:00:00","2021-09-07 06:00:00",0
"2021-09-08",AGG_MATCH_DAILY,"2021-09-08 01:00:00","2021-09-08 01:00:01",0
"2021-09-08",AGG_MATCHs_UPDATES,"2021-09-08 13:00:00","2021-09-08 13:00:03",0
