"CD_COMPETITION","CD_SAISON","CD_JOURNEE","LB_JOURNEE","CD_MATCH","ID_MATCH_LOCAL","DT_MATCH","TS_MATCH","LB_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","LB_SALLE","LB_ARBITRE_1","LB_ARBITRE_2","LB_DELEGUE","NB_SCORE_DOMICILE","NB_SCORE_EXTERIEUR","LB_RESUME_VIDEO_URL","LB_STAT_URL","LB_REPLAY_URL","TS_INSERT","TS_UPDATE"
FR-1-H,FR-1-H_26,FR-1-H_26_28,J04,FR-1-H_26_28_2558,2558,"2014-10-01","2014-10-01 20:00:00",SELESTAT x CESSON-RENNES,FR_SAHB_80262,FR_CRMHB_35510,CENTRE SPORTIF INTERCOMMUNAL - SÉLESTAT,CLÉMENT BADER,LOÏC WEBER,JOËL SEMIN,24,32,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-02/lnh-d1-2014-2015-j04-selestat-cesson-rennes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j04/selestat/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_28,J04,FR-1-H_26_28_2559,2559,"2014-10-01","2014-10-01 20:30:00",TREMBLAY x AIX,FR_TFHB_93290,FR_PAUC_13100,PALAIS DES SPORTS - TREMBLAY EN FRANCE,JEAN-PATRICK ANICET,FRÉDÉRIC FERRANDIER,DENIS COQUIN,27,27,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-02/lnh-d1-2014-2015-j04-tremblay-aix,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j04/tremblay/aix,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2560,2560,"2014-10-08","2014-10-08 20:45:00",CESSON-RENNES x NANTES,FR_CRMHB_35510,FR_HBCN_44200,PALAIS DES SPORTS DE LA VALETTE - CESSON-SÉVIGNÉ,SIEGFRIED CLAPSON,XAVIER FIESCHI,CHRISTIAN LELARGE,25,30,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-10/lnh-d1-2014-2015-j05-cesson-rennes-nantes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/cesson-rennes/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2561,2561,"2014-10-09","2014-10-09 20:45:00",MONTPELLIER x TOULOUSE,FR_MHB_34000,FR_FTHB_31000,PALAIS DES SPORTS RENÉ BOUGNOL - MONTPELLIER,OLIVIER BUY,SÉBASTIEN DUCLOS,DOMINIQUE MALFONDET,31,30,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-10/lnh-d1-2014-2015-j05-montpellier-toulouse,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/montpellier/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2562,2562,"2014-10-12","2014-10-12 16:00:00",AIX x DUNKERQUE,FR_PAUC_13100,FR_DHBGL_59140,COMPLEXE SPORTIF DU VAL DE L'ARC - AIX-EN-PROVENCE,CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,GEORGES VICENT,20,27,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-13/lnh-d1-2014-2015-j05-aix-dunkerque,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/aix/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2563,2563,"2014-10-08","2014-10-08 20:00:00",CRETEIL x SAINT-RAPHAEL,FR_USCHB_94000,FR_SRVHB_83700,PALAIS DES SPORTS R.OUBRON - CRÉTEIL,NON RENSEIGNÉ,RAOUF GASMI,CHRISTIAN LUX,35,35,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-09/lnh-d1-2014-2015-j05-creteil-saint-raphael,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/creteil/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2564,2564,"2014-10-08","2014-10-08 20:30:00",ISTRES x NIMES,FR_IPHB_13806,FR_USAMNG_30918,HALLE POLYVALENTE - ISTRES,JEAN-FRANÇOIS BOURGEOIS,JEAN-PIERRE MORENO,GÉRARD BARO,27,35,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-09/lnh-d1-2014-2015-j05-istres-nimes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/istres/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2565,2565,"2014-10-08","2014-10-08 20:30:00",PARIS x TREMBLAY,FR_PSGHB_75016,FR_TFHB_93290,SALLE PIERRE DE COUBERTIN - PARIS,MOURAD BOUNOUARA,RICHARD THOBIE,JEAN-CLAUDE LELARGE,35,26,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-09/lnh-d1-2014-2015-j05-paris-tremblay,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/paris/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_29,J05,FR-1-H_26_29_2566,2566,"2014-10-08","2014-10-08 20:00:00",SELESTAT x CHAMBERY,FR_SAHB_80262,FR_CSMBHB_73000,CENTRE SPORTIF INTERCOMMUNAL - SÉLESTAT,SAÏD BOUNOUARA,KHALID SAMI,THIERRY CARMAUX,29,31,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-09/lnh-d1-2014-2015-j05-selestat-chambery,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j05/selestat/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2567,2567,"2014-10-15","2014-10-15 20:45:00",CHAMBERY x PARIS,FR_CSMBHB_73000,FR_PSGHB_75016,LE PHARE - CHAMBÉRY MÉTROPOLE - CHAMBÉRY,CLÉMENT BADER,LOÏC WEBER,THIERRY BOTTI,33,32,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-chambery-paris,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/chambery/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2568,2568,"2014-10-15","2014-10-15 20:00:00",NIMES x SELESTAT,FR_USAMNG_30918,FR_SAHB_80262,LE PARNASSE - NÎMES,JEAN-PATRICK ANICET,FRÉDÉRIC FERRANDIER,ROGER BADALASSI,26,32,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-nimes-selestat,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/nimes/selestat,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2569,2569,"2014-10-15","2014-10-15 20:00:00",DUNKERQUE x ISTRES,FR_DHBGL_59140,FR_IPHB_13806,STADES DES FLANDRES - DUNKERQUE,MOURAD BOUNOUARA,RICHARD THOBIE,CHRISTIAN LUX,30,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-dunkerque-istres,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/dunkerque/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2570,2570,"2014-10-15","2014-10-15 20:30:00",NANTES x AIX,FR_HBCN_44200,FR_PAUC_13100,"",RAOUF GASMI,NON RENSEIGNÉ,NON RENSEIGNÉ,33,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-nantes-aix,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/nantes/aix,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2571,2571,"2014-10-16","2014-10-16 20:45:00",SAINT-RAPHAEL x MONTPELLIER,FR_SRVHB_83700,FR_MHB_34000,PALAIS DES SPORTS J-F. KRAKOWSKI - SAINT-RAPHAËL,CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,GEORGES VICENT,27,34,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-saint-raphael-montpellier,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/saint-raphael/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2572,2572,"2014-10-15","2014-10-15 20:00:00",TOULOUSE x CRETEIL,FR_FTHB_31000,FR_USCHB_94000,PALAIS DES SPORTS A. BROUAT - TOULOUSE,SAÏD BOUNOUARA,KHALID SAMI,MICHEL SERRANO,40,26,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-toulouse-creteil,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/toulouse/creteil,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_30,J06,FR-1-H_26_30_2573,2573,"2014-10-15","2014-10-15 20:30:00",TREMBLAY x CESSON-RENNES,FR_TFHB_93290,FR_CRMHB_35510,PALAIS DES SPORTS - TREMBLAY EN FRANCE,JEAN-FRANÇOIS BOURGEOIS,JEAN-PIERRE MORENO,JEAN LELONG,22,19,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-17/lnh-d1-2014-2015-j06-tremblay-cesson-rennes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j06/tremblay/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2574,2574,"2014-10-23","2014-10-23 20:45:00",MONTPELLIER x NIMES,FR_MHB_34000,FR_USAMNG_30918,"",NON RENSEIGNÉ,NON RENSEIGNÉ,NON RENSEIGNÉ,34,26,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-montpellier-nimes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/montpellier/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2575,2575,"2014-10-22","2014-10-22 20:45:00",PARIS x NANTES,FR_PSGHB_75016,FR_HBCN_44200,HALLE CARPENTIER - PARIS,CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,JEAN LELONG,33,21,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-paris-nantes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/paris/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2576,2576,"2014-10-22","2014-10-22 20:00:00",CRETEIL x CHAMBERY,FR_USCHB_94000,FR_CSMBHB_73000,PALAIS DES SPORTS R.OUBRON - CRÉTEIL,JEAN-FRANÇOIS BOURGEOIS,JEAN-PIERRE MORENO,ALAIN DESSERTENNE,35,31,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-creteil-chambery,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/creteil/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2577,2577,"2014-10-22","2014-10-22 20:00:00",CESSON-RENNES x AIX,FR_CRMHB_35510,FR_PAUC_13100,PALAIS DES SPORTS DE LA VALETTE - CESSON-SÉVIGNÉ,SAÏD BOUNOUARA,KHALID SAMI,DENIS COQUIN,24,24,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-cessons-rennes-aix,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/cesson-rennes/aix,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2578,2578,"2014-10-22","2014-10-22 20:00:00",ISTRES x SAINT-RAPHAEL,FR_IPHB_13806,FR_SRVHB_83700,HALLE POLYVALENTE - ISTRES,OLIVIER BUY,SÉBASTIEN DUCLOS,ROGER BADALASSI,32,33,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-istres-st-raphael,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/istres/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2579,2579,"2014-10-22","2014-10-22 20:00:00",SELESTAT x DUNKERQUE,FR_SAHB_80262,FR_DHBGL_59140,CENTRE SPORTIF INTERCOMMUNAL - SÉLESTAT,MEHDI DOUGAREM,NON RENSEIGNÉ,CÉDRIC LESS,24,27,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-selestat-dunkerque,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/selestat/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_31,J07,FR-1-H_26_31_2580,2580,"2014-10-22","2014-10-22 20:00:00",TOULOUSE x TREMBLAY,FR_FTHB_31000,FR_TFHB_93290,"",RAOUF GASMI,NON RENSEIGNÉ,NON RENSEIGNÉ,32,34,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-10-24/lnh-d1-2014-2015-j07-toulouse-tremblay,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j07/toulouse/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2581,2581,"2014-11-06","2014-11-06 20:45:00",DUNKERQUE x PARIS,FR_DHBGL_59140,FR_PSGHB_75016,STADES DES FLANDRES - DUNKERQUE,SAÏD BOUNOUARA,KHALID SAMI,ROBERT DUJARDIN,27,26,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-dunkerque-paris,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/dunkerque/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2582,2582,"2014-11-05","2014-11-05 20:30:00",NANTES x CHAMBERY,FR_HBCN_44200,FR_CSMBHB_73000,H ARENA - NANTES,OLIVIER BUY,SÉBASTIEN DUCLOS,ALAIN DESSERTENNE,29,30,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-nantes-chambery,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/nantes/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2583,2583,"2014-11-05","2014-11-05 20:45:00",AIX x ISTRES,FR_PAUC_13100,FR_IPHB_13806,COMPLEXE SPORTIF DU VAL DE L'ARC - AIX-EN-PROVENCE,NON RENSEIGNÉ,NON RENSEIGNÉ,MICHEL SERRANO,30,31,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-aix-istres,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/aix/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2584,2584,"2014-11-05","2014-11-05 20:00:00",CESSON-RENNES x MONTPELLIER,FR_CRMHB_35510,FR_MHB_34000,"",MOURAD BOUNOUARA,RICHARD THOBIE,NON RENSEIGNÉ,27,27,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-cesson-rennes-montpellier,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/cesson-rennes/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2585,2585,"2014-11-05","2014-11-05 20:00:00",NIMES x TOULOUSE,FR_USAMNG_30918,FR_FTHB_31000,LE PARNASSE - NÎMES,CLÉMENT BADER,LOÏC WEBER,GEORGES VICENT,33,33,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-nimes-toulouse,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/nimes/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2586,2586,"2014-11-05","2014-11-05 20:00:00",SAINT-RAPHAEL x SELESTAT,FR_SRVHB_83700,FR_SAHB_80262,PALAIS DES SPORTS J-F. KRAKOWSKI - SAINT-RAPHAËL,NON RENSEIGNÉ,NON RENSEIGNÉ,GÉRARD BARO,31,22,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-saint-raphael-selestat,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/saint-raphael/selestat,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_32,J08,FR-1-H_26_32_2587,2587,"2014-11-05","2014-11-05 20:30:00",TREMBLAY x CRETEIL,FR_TFHB_93290,FR_USCHB_94000,PALAIS DES SPORTS - TREMBLAY EN FRANCE,CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,CHRISTIAN LELARGE,23,22,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-07/lnh-d1-2014-2015-j08-tremblay-creteil,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j08/tremblay/creteil,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2588,2588,"2014-11-12","2014-11-12 20:00:00",CHAMBERY x DUNKERQUE,FR_CSMBHB_73000,FR_DHBGL_59140,LE PHARE - CHAMBÉRY MÉTROPOLE - CHAMBÉRY,RAOUF GASMI,NON RENSEIGNÉ,JEAN-YVES RENON,25,24,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-chambery-dunkerque,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/chambery/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2589,2589,"2014-11-13","2014-11-13 20:45:00",TOULOUSE x NANTES,FR_FTHB_31000,FR_HBCN_44200,PALAIS DES SPORTS A. BROUAT - TOULOUSE,SIEGFRIED CLAPSON,XAVIER FIESCHI,CYRIL ROLLAND,25,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-toulouse-nantes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/toulouse/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2590,2590,"2014-11-12","2014-11-12 20:00:00",NIMES x CESSON-RENNES,FR_USAMNG_30918,FR_CRMHB_35510,LE PARNASSE - NÎMES,OLIVIER BUY,SÉBASTIEN DUCLOS,DOMINIQUE MALFONDET,25,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-nimes-cesson-rennes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/nimes/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2591,2591,"2014-11-12","2014-11-12 20:00:00",ISTRES x PARIS,FR_IPHB_13806,FR_PSGHB_75016,HALLE POLYVALENTE - ISTRES,NON RENSEIGNÉ,NON RENSEIGNÉ,ROGER BADALASSI,24,28,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-istres-paris,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/istres/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2592,2592,"2014-11-12","2014-11-12 20:45:00",MONTPELLIER x CRETEIL,FR_MHB_34000,FR_USCHB_94000,PALAIS DES SPORTS RENÉ BOUGNOL - MONTPELLIER,THIERRY DENTZ,DENIS REIBEL,CYRIL ROLLAND,30,24,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-montpellier-creteil,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/montpellier/creteil,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2593,2593,"2014-11-12","2014-11-12 20:00:00",SAINT-RAPHAEL x TREMBLAY,FR_SRVHB_83700,FR_TFHB_93290,PALAIS DES SPORTS J-F. KRAKOWSKI - SAINT-RAPHAËL,NON RENSEIGNÉ,NON RENSEIGNÉ,MICHEL CAILLET,32,30,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-st-raphael-tremblay,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/saint-raphael/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_33,J09,FR-1-H_26_33_2594,2594,"2014-11-12","2014-11-12 20:45:00",SELESTAT x AIX,FR_SAHB_80262,FR_PAUC_13100,CENTRE SPORTIF INTERCOMMUNAL - SÉLESTAT,CLÉMENT BADER,LOÏC WEBER,THIERRY CARMAUX,26,29,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-14/lnh-d1-2014-2015-j09-selestat-aix,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j09/selestat/aix,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2595,2595,"2014-11-19","2014-11-19 20:45:00",PARIS x TOULOUSE,FR_PSGHB_75016,FR_FTHB_31000,SALLE PIERRE DE COUBERTIN - PARIS,KARIM GASMI,RAOUF GASMI,CHRISTIAN LELARGE,34,31,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-paris-toulouse,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/paris/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2596,2596,"2014-11-19","2014-11-19 20:00:00",AIX x MONTPELLIER,FR_PAUC_13100,FR_MHB_34000,COMPLEXE SPORTIF DU VAL DE L'ARC - AIX-EN-PROVENCE,MEHDI DOUGAREM,NON RENSEIGNÉ,BORISLAV GOLIC,22,33,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-aix-montpellier,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/aix/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2597,2597,"2014-11-19","2014-11-19 20:00:00",CRETEIL x NIMES,FR_USCHB_94000,FR_USAMNG_30918,PALAIS DES SPORTS R.OUBRON - CRÉTEIL,CLÉMENT BADER,LOÏC WEBER,JEAN LELONG,28,27,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-creteil-nimes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/creteil/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2598,2598,"2014-11-20","2014-11-20 20:45:00",CESSON-RENNES x CHAMBERY,FR_CRMHB_35510,FR_CSMBHB_73000,"",DENIS REIBEL,THIERRY DENTZ,NON RENSEIGNÉ,23,21,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-cesson-rennes-chambery,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/cesson-rennes/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2599,2599,"2014-11-19","2014-11-19 20:00:00",DUNKERQUE x SAINT-RAPHAEL,FR_DHBGL_59140,FR_SRVHB_83700,"",NON RENSEIGNÉ,NON RENSEIGNÉ,NON RENSEIGNÉ,33,36,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-dunkerque-saint-raphael,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/dunkerque/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2600,2600,"2014-11-19","2014-11-19 20:30:00",NANTES x ISTRES,FR_HBCN_44200,FR_IPHB_13806,H ARENA - NANTES,JEAN-PATRICK ANICET,FRÉDÉRIC FERRANDIER,ROBERT DUJARDIN,33,24,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-nantes-istres,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/nantes/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_34,J10,FR-1-H_26_34_2601,2601,"2014-11-19","2014-11-19 20:00:00",TREMBLAY x SELESTAT,FR_TFHB_93290,FR_SAHB_80262,PALAIS DES SPORTS - TREMBLAY EN FRANCE,SAÏD BOUNOUARA,KHALID SAMI,JEAN-CLAUDE DENIS,23,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-21/lnh-d1-2014-2015-j10-tremblay-selestat,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j10/tremblay/selestat,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_35,J11,FR-1-H_26_35_2602,2602,"2014-11-26","2014-11-26 20:45:00",DUNKERQUE x NANTES,FR_DHBGL_59140,FR_HBCN_44200,STADES DES FLANDRES - DUNKERQUE,CLÉMENT BADER,LOÏC WEBER,JEAN-CLAUDE DENIS,27,25,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-28/lnh-d1-2014-2015-j11-dunkerque-nantes,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j11/dunkerque/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_35,J11,FR-1-H_26_35_2603,2603,"2014-11-27","2014-11-27 20:45:00",CRETEIL x PARIS,FR_USCHB_94000,FR_PSGHB_75016,PALAIS DES SPORTS R.OUBRON - CRÉTEIL,NON RENSEIGNÉ,NON RENSEIGNÉ,CHRISTIAN LELARGE,21,29,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-28/lnh-d1-2014-2015-j11-creteil-paris,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j11/creteil/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_26,FR-1-H_26_35,J11,FR-1-H_26_35_2604,2604,"2014-11-26","2014-11-26 20:00:00",CHAMBERY x SAINT-RAPHAEL,FR_CSMBHB_73000,FR_SRVHB_83700,"",NON RENSEIGNÉ,NON RENSEIGNÉ,NON RENSEIGNÉ,29,26,https://www.lnh.fr/lidl-starligue/fanzone/videos/2014-11-28/lnh-d1-2014-2015-j11-chambery-saint-raphael,https://www.lnh.fr/lidl-starligue/calendriers/20142015/d1m/j11/chambery/saint-raphael,"","2021-02-08 17:36:06",
