"CD_COMPETITION","CD_SAISON","CD_JOURNEE","LB_JOURNEE","CD_MATCH","ID_MATCH_LOCAL","DT_MATCH","TS_MATCH","LB_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","LB_SALLE","LB_ARBITRE_1","LB_ARBITRE_2","LB_DELEGUE","NB_SCORE_DOMICILE","NB_SCORE_EXTERIEUR","LB_RESUME_VIDEO_URL","LB_STAT_URL","LB_REPLAY_URL","TS_INSERT","TS_UPDATE"
"","","","","",0,"0000-00-00","0000-00-00 00:00:00","","","","","","","",0,0,"","","","2021-08-01 14:51:34",
EURO-H,EURO-H_2022,EURO-H_2022_1,QUALIFICATION PHASE 2,EURO-H_2022_1_1,1,"2021-05-02","2021-05-02 18:00:00",FRANCE x GRÈCE,INTER_FRANCE,INTER_GRECE,PALAIS DES SPORTS ROBERT OUBRON,DOYCHINOV GEORGI,GORETSOV YULIAN,DUBEDOUT JEAN-PHILIPPE,46,30,"","","","2021-05-03 14:30:38","2021-05-03 14:54:35"
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_217,217,"2010-09-11","2010-09-11 20:30:00",DIJON x TREMBLAY,FR_DMHB_21000,FR_TFHB_93290,"",CYRIL ROLLAND,JÉRÔME ROLLAND,NON RENSEIGNÉ,24,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/dijon/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_218,218,"2010-09-11","2010-09-11 20:00:00",DUNKERQUE x TOULOUSE,FR_DHBGL_59140,FR_FTHB_31000,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,28,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/dunkerque/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_219,219,"2010-09-11","2010-09-11 20:30:00",ISTRES x SAINT-RAPHAEL,FR_IPHB_13806,FR_SRVHB_83700,"",CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,NON RENSEIGNÉ,24,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/istres/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_220,220,"2010-09-08","2010-09-08 20:30:00",MONTPELLIER x CESSON-RENNES,FR_MHB_34000,FR_CRMHB_35510,"",MOURAD BOUNOUARA,RICHARD THOBIE,NON RENSEIGNÉ,38,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/montpellier/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_221,221,"2010-09-11","2010-09-11 19:00:00",NIMES x CHAMBERY,FR_USAMNG_30918,FR_CSMBHB_73000,"",JEAN-PIERRE MORENO,MICHEL SERRANO,NON RENSEIGNÉ,18,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/nimes/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_222,222,"2010-09-10","2010-09-10 20:30:00",SAINT CYR x NANTES,FR_SCTHB_37540,FR_HBCN_44200,"",FRANCK CHARPENTIER,SÉBASTIEN DUCLOS,NON RENSEIGNÉ,32,29,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/saint-cyr/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_25,J01,FR-1-H_1_25_223,223,"2010-09-09","2010-09-09 20:30:00",PARIS x IVRY,FR_PSGHB_75016,FR_USIHB_94200,"",SAÏD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,28,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j01/paris/ivry,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_224,224,"2010-09-17","2010-09-17 20:45:00",CESSON-RENNES x SAINT CYR,FR_CRMHB_35510,FR_SCTHB_37540,"",JEAN-FRANÇOIS BOURGEOIS,PATRICK DENIS,NON RENSEIGNÉ,24,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/cesson-rennes/saint-cyr,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_225,225,"2010-09-18","2010-09-18 20:30:00",DIJON x DUNKERQUE,FR_DMHB_21000,FR_DHBGL_59140,"",FRANCK CHARPENTIER,SÉBASTIEN DUCLOS,NON RENSEIGNÉ,26,35,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/dijon/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_226,226,"2010-09-18","2010-09-18 20:00:00",IVRY x NIMES,FR_USIHB_94200,FR_USAMNG_30918,"",CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,NON RENSEIGNÉ,29,28,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/ivry/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_227,227,"2010-09-18","2010-09-18 20:30:00",NANTES x ISTRES,FR_HBCN_44200,FR_IPHB_13806,"",SAÏD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,30,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/nantes/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_228,228,"2010-09-16","2010-09-16 20:30:00",TOULOUSE x PARIS,FR_FTHB_31000,FR_PSGHB_75016,"",JEAN-PIERRE MORENO,MICHEL SERRANO,NON RENSEIGNÉ,33,22,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/toulouse/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_229,229,"2010-09-18","2010-09-18 20:00:00",SAINT-RAPHAEL x MONTPELLIER,FR_SRVHB_83700,FR_MHB_34000,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,29,32,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/saint-raphael/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_26,J02,FR-1-H_1_26_230,230,"2010-09-15","2010-09-15 20:30:00",TREMBLAY x CHAMBERY,FR_TFHB_93290,FR_CSMBHB_73000,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,23,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j02/tremblay/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_231,231,"2010-09-30","2010-09-30 20:30:00",CHAMBERY x TOULOUSE,FR_CSMBHB_73000,FR_FTHB_31000,"",SAÏD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,31,21,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/chambery/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_232,232,"2010-10-02","2010-10-02 20:30:00",ISTRES x CESSON-RENNES,FR_IPHB_13806,FR_CRMHB_35510,"",NAOUFEL BOUDHIR,FRÉDÉRIC CHIARONI,NON RENSEIGNÉ,27,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/istres/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_233,233,"2010-10-02","2010-10-02 20:00:00",NIMES x NANTES,FR_USAMNG_30918,FR_HBCN_44200,"",SIEGFRIED CLAPSON,XAVIER FIESCHI,NON RENSEIGNÉ,22,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/nimes/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_234,234,"2010-10-01","2010-10-01 20:30:00",SAINT CYR x DIJON,FR_SCTHB_37540,FR_DMHB_21000,"",PHILIPPE DUFFET,NON RENSEIGNÉ,NON RENSEIGNÉ,27,33,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/saint-cyr/dijon,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_235,235,"2010-10-02","2010-10-02 20:00:00",DUNKERQUE x PARIS,FR_DHBGL_59140,FR_PSGHB_75016,"",JEAN-FRANÇOIS BOURGEOIS,PATRICK DENIS,NON RENSEIGNÉ,30,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/dunkerque/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_236,236,"2010-10-02","2010-10-02 20:00:00",IVRY x SAINT-RAPHAEL,FR_USIHB_94200,FR_SRVHB_83700,"",CYRIL ROLLAND,JÉRÔME ROLLAND,NON RENSEIGNÉ,31,31,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/ivry/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_27,J03,FR-1-H_1_27_237,237,"2010-09-29","2010-09-29 20:30:00",MONTPELLIER x TREMBLAY,FR_MHB_34000,FR_TFHB_93290,"",NORDINE LAZAAR,LAURENT REVERET,NON RENSEIGNÉ,34,20,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j03/montpellier/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_238,238,"2010-10-08","2010-10-08 20:45:00",CESSON-RENNES x NIMES,FR_CRMHB_35510,FR_USAMNG_30918,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,21,21,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/cesson-rennes/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_239,239,"2010-10-06","2010-10-06 20:00:00",DIJON x CHAMBERY,FR_DMHB_21000,FR_CSMBHB_73000,"",JEAN-FRANÇOIS BOURGEOIS,PATRICK DENIS,NON RENSEIGNÉ,27,28,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/dijon/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_240,240,"2010-10-09","2010-10-09 20:30:00",NANTES x IVRY,FR_HBCN_44200,FR_USIHB_94200,"",PHILIPPE DUFFET,NON RENSEIGNÉ,NON RENSEIGNÉ,31,31,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/nantes/ivry,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_241,241,"2010-10-08","2010-10-08 20:30:00",PARIS x ISTRES,FR_PSGHB_75016,FR_IPHB_13806,"",CYRIL ROLLAND,JÉRÔME ROLLAND,NON RENSEIGNÉ,29,32,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/paris/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_242,242,"2010-10-05","2010-10-05 20:30:00",TOULOUSE x MONTPELLIER,FR_FTHB_31000,FR_MHB_34000,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,28,35,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/toulouse/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_243,243,"2010-10-09","2010-10-09 20:00:00",TREMBLAY x SAINT CYR,FR_TFHB_93290,FR_SCTHB_37540,"",MOURAD BOUNOUARA,RICHARD THOBIE,NON RENSEIGNÉ,29,21,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/tremblay/saint-cyr,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_28,J04,FR-1-H_1_28_244,244,"2010-10-06","2010-10-06 20:30:00",SAINT-RAPHAEL x DUNKERQUE,FR_SRVHB_83700,FR_DHBGL_59140,"",SIEGFRIED CLAPSON,XAVIER FIESCHI,NON RENSEIGNÉ,31,33,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j04/saint-raphael/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_245,245,"2010-10-16","2010-10-16 20:30:00",ISTRES x TREMBLAY,FR_IPHB_13806,FR_TFHB_93290,"",SIEGFRIED CLAPSON,XAVIER FIESCHI,NON RENSEIGNÉ,27,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/istres/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_246,246,"2010-11-12","2010-11-12 20:00:00",IVRY x DIJON,FR_USIHB_94200,FR_DMHB_21000,"",NON RENSEIGNÉ,NON RENSEIGNÉ,NON RENSEIGNÉ,29,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/ivry/dijon,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_247,247,"2010-10-17","2010-10-17 16:00:00",NANTES x CESSON-RENNES,FR_HBCN_44200,FR_CRMHB_35510,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,31,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/nantes/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_248,248,"2010-10-16","2010-10-16 20:00:00",NIMES x TOULOUSE,FR_USAMNG_30918,FR_FTHB_31000,"",MOURAD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,20,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/nimes/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_249,249,"2010-10-15","2010-10-15 20:30:00",SAINT CYR x SAINT-RAPHAEL,FR_SCTHB_37540,FR_SRVHB_83700,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,26,29,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/saint-cyr/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_250,250,"2010-10-13","2010-10-13 20:30:00",CHAMBERY x DUNKERQUE,FR_CSMBHB_73000,FR_DHBGL_59140,"",CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,NON RENSEIGNÉ,32,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/chambery/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_29,J05,FR-1-H_1_29_251,251,"2010-10-13","2010-10-13 20:30:00",MONTPELLIER x PARIS,FR_MHB_34000,FR_PSGHB_75016,"",PHILIPPE DUFFET,NON RENSEIGNÉ,NON RENSEIGNÉ,31,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j05/montpellier/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_252,252,"2010-11-03","2010-11-03 20:45:00",CESSON-RENNES x SAINT-RAPHAEL,FR_CRMHB_35510,FR_SRVHB_83700,"",SAÏD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,26,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/cesson-rennes/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_253,253,"2010-11-03","2010-11-03 20:00:00",DIJON x NIMES,FR_DMHB_21000,FR_USAMNG_30918,"",FRANCK CHARPENTIER,SÉBASTIEN DUCLOS,NON RENSEIGNÉ,31,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/dijon/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_254,254,"2010-11-03","2010-11-03 20:30:00",PARIS x SAINT CYR,FR_PSGHB_75016,FR_SCTHB_37540,"",CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,NON RENSEIGNÉ,27,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/paris/saint-cyr,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_255,255,"2010-11-03","2010-11-03 20:00:00",TOULOUSE x ISTRES,FR_FTHB_31000,FR_IPHB_13806,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,26,31,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/toulouse/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_256,256,"2010-11-03","2010-11-03 20:30:00",TREMBLAY x NANTES,FR_TFHB_93290,FR_HBCN_44200,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,26,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/tremblay/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_257,257,"2010-11-03","2010-11-03 20:30:00",CHAMBERY x MONTPELLIER,FR_CSMBHB_73000,FR_MHB_34000,"",NORDINE LAZAAR,LAURENT REVERET,NON RENSEIGNÉ,34,31,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/chambery/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_30,J06,FR-1-H_1_30_258,258,"2010-11-04","2010-11-04 20:30:00",DUNKERQUE x IVRY,FR_DHBGL_59140,FR_USIHB_94200,"",JEAN-PIERRE MORENO,MICHEL SERRANO,NON RENSEIGNÉ,31,30,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j06/dunkerque/ivry,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_259,259,"2010-11-06","2010-11-06 20:45:00",CESSON-RENNES x TOULOUSE,FR_CRMHB_35510,FR_FTHB_31000,"",PHILIPPE DUFFET,NON RENSEIGNÉ,NON RENSEIGNÉ,34,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/cesson-rennes/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_260,260,"2010-11-06","2010-11-06 20:30:00",ISTRES x CHAMBERY,FR_IPHB_13806,FR_CSMBHB_73000,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,21,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/istres/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_261,261,"2010-11-06","2010-11-06 20:30:00",NANTES x DIJON,FR_HBCN_44200,FR_DMHB_21000,"",SAÏD BOUNOUARA,KHALID SAMI,NON RENSEIGNÉ,27,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/nantes/dijon,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_262,262,"2010-11-06","2010-11-06 20:00:00",NIMES x PARIS,FR_USAMNG_30918,FR_PSGHB_75016,"",NAOUFEL BOUDHIR,FRÉDÉRIC CHIARONI,NON RENSEIGNÉ,25,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/nimes/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_263,263,"2010-11-07","2010-11-07 16:00:00",SAINT CYR x DUNKERQUE,FR_SCTHB_37540,FR_DHBGL_59140,"",CLÉMENT BADER,LOÏC WEBER,NON RENSEIGNÉ,23,35,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/saint-cyr/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_264,264,"2010-11-07","2010-11-07 18:15:00",MONTPELLIER x IVRY,FR_MHB_34000,FR_USIHB_94200,"",FRANCK CHARPENTIER,SÉBASTIEN DUCLOS,NON RENSEIGNÉ,33,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/montpellier/ivry,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_31,J07,FR-1-H_1_31_265,265,"2010-11-06","2010-11-06 18:30:00",SAINT-RAPHAEL x TREMBLAY,FR_SRVHB_83700,FR_TFHB_93290,"",CHARLOTTE BONAVENTURA,JULIE BONAVENTURA,NON RENSEIGNÉ,24,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j07/saint-raphael/tremblay,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_266,266,"2010-11-18","2010-11-18 20:30:00",CHAMBERY x NANTES,FR_CSMBHB_73000,FR_HBCN_44200,"",CYRIL ROLLAND,JÉRÔME ROLLAND,NON RENSEIGNÉ,33,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/chambery/nantes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_267,267,"2010-11-20","2010-11-20 20:30:00",DIJON x CESSON-RENNES,FR_DMHB_21000,FR_CRMHB_35510,"",JEAN-PIERRE MORENO,MICHEL SERRANO,NON RENSEIGNÉ,25,31,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/dijon/cesson-rennes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_268,268,"2010-11-16","2010-11-16 20:00:00",IVRY x ISTRES,FR_USIHB_94200,FR_IPHB_13806,"",SIEGFRIED CLAPSON,XAVIER FIESCHI,NON RENSEIGNÉ,28,27,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/ivry/istres,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_269,269,"2010-11-21","2010-11-21 16:00:00",TOULOUSE x SAINT CYR,FR_FTHB_31000,FR_SCTHB_37540,"",NAOUFEL BOUDHIR,FRÉDÉRIC CHIARONI,NON RENSEIGNÉ,22,30,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/toulouse/saint-cyr,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_270,270,"2010-11-17","2010-11-17 20:30:00",TREMBLAY x NIMES,FR_TFHB_93290,FR_USAMNG_30918,"",PHILIPPE DUFFET,NON RENSEIGNÉ,NON RENSEIGNÉ,27,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/tremblay/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_271,271,"2010-11-17","2010-11-17 20:15:00",DUNKERQUE x MONTPELLIER,FR_DHBGL_59140,FR_MHB_34000,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,34,36,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/dunkerque/montpellier,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_32,J08,FR-1-H_1_32_272,272,"2010-11-17","2010-11-17 20:30:00",PARIS x SAINT-RAPHAEL,FR_PSGHB_75016,FR_SRVHB_83700,"",CLÉMENT BADER,LOÏC WEBER,NON RENSEIGNÉ,23,25,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j08/paris/saint-raphael,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_273,273,"2010-12-15","2010-12-15 20:30:00",CESSON-RENNES x CHAMBERY,FR_CRMHB_35510,FR_CSMBHB_73000,"",FRANCK CHARPENTIER,SÉBASTIEN DUCLOS,NON RENSEIGNÉ,23,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/cesson-rennes/chambery,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_274,274,"2010-11-25","2010-11-25 20:30:00",ISTRES x DUNKERQUE,FR_IPHB_13806,FR_DHBGL_59140,"",NORDINE LAZAAR,LAURENT REVERET,NON RENSEIGNÉ,25,29,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/istres/dunkerque,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_275,275,"2010-11-24","2010-11-24 20:30:00",MONTPELLIER x DIJON,FR_MHB_34000,FR_DMHB_21000,"",NAOUFEL BOUDHIR,FRÉDÉRIC CHIARONI,NON RENSEIGNÉ,35,26,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/montpellier/dijon,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_276,276,"2010-11-24","2010-11-24 19:00:00",NANTES x PARIS,FR_HBCN_44200,FR_PSGHB_75016,"",JEAN-FRANÇOIS BOURGEOIS,PATRICK DENIS,NON RENSEIGNÉ,30,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/nantes/paris,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_277,277,"2010-11-26","2010-11-26 20:30:00",SAINT CYR x NIMES,FR_SCTHB_37540,FR_USAMNG_30918,"",OLIVIER BUY,STEVANN PICHON,NON RENSEIGNÉ,24,22,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/saint-cyr/nimes,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_278,278,"2010-12-01","2010-12-01 20:00:00",SAINT-RAPHAEL x TOULOUSE,FR_SRVHB_83700,FR_FTHB_31000,"",JEAN-PIERRE MORENO,MICHEL SERRANO,NON RENSEIGNÉ,31,24,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/saint-raphael/toulouse,"","2021-02-08 17:36:06",
FR-1-H,FR-1-H_1,FR-1-H_1_33,J09,FR-1-H_1_33_279,279,"2010-12-01","2010-12-01 20:00:00",IVRY x TREMBLAY,FR_USIHB_94200,FR_TFHB_93290,"",THIERRY DENTZ,DENIS REIBEL,NON RENSEIGNÉ,31,23,"",https://www.lnh.fr/lidl-starligue/calendriers/20102011/d1m/j09/ivry/tremblay,"","2021-02-08 17:36:06",
