"CD_MATCH","id_tm_unique","Temps","CD_CLUB_TM","score_equipe_TM","score_autre_equipe_","indice_serie_avant_tm","diff_300s_avant_TM","diff_TM","diff_300s_apres_TM","evolution_score_avant","evolution_score","score_final_equipe_tm","score_final_autre_equipe","vainqueur_final"
"FR-1-H_26_43_2659",1834,"49:15","FR_PSGHB_75016",24,23,-1,1,1,-1,0,-2,30,29,"FR_PSGHB_75016"
"FR-1-H_26_43_2659",1835,"56:16","FR_PAUC_13100",28,29,-2,-1,-1,0,0,1,29,30,"FR_PSGHB_75016"
"FR-1-H_26_43_2659",1836,"59:25","FR_PSGHB_75016",29,29,-1,0,0,1,0,1,30,29,"FR_PSGHB_75016"
"FR-1-H_26_43_2660",1837,"12:41","FR_USCHB_94000",6,9,-3,-3,-3,-3,0,0,26,28,"FR_CSMBHB_73000"
"FR-1-H_26_43_2660",1838,"27:55","FR_CSMBHB_73000",17,11,-1,6,6,8,0,2,28,26,"FR_CSMBHB_73000"
"FR-1-H_26_43_2660",1839,"50:54","FR_USCHB_94000",18,25,-1,-7,-7,-4,0,3,26,28,"FR_CSMBHB_73000"
"FR-1-H_26_43_2660",1840,"53:59","FR_CSMBHB_73000",26,22,-2,4,4,3,0,-1,28,26,"FR_CSMBHB_73000"
"FR-1-H_26_43_2661",1841,"18:57","FR_USAMNG_30918",8,10,-1,-2,-2,0,0,2,30,28,"FR_USAMNG_30918"
"FR-1-H_26_43_2661",1842,"45:58","FR_USAMNG_30918",23,22,-2,1,1,0,0,-1,30,28,"FR_USAMNG_30918"
"FR-1-H_26_43_2661",1843,"59:00","FR_USAMNG_30918",29,28,1,1,1,2,0,1,30,28,"FR_USAMNG_30918"
"FR-1-H_26_43_2662",1844,"24:09","FR_DHBGL_59140",16,11,1,5,5,6,0,1,32,25,"FR_DHBGL_59140"
"FR-1-H_26_43_2663",1845,"21:04","FR_TFHB_93290",8,11,-2,-3,-3,-1,0,2,31,32,"FR_SAHB_80262"
"FR-1-H_26_43_2663",1846,"22:17","FR_SAHB_80262",11,10,-2,1,1,4,0,3,32,31,"FR_SAHB_80262"
"FR-1-H_26_43_2663",1847,"47:32","FR_TFHB_93290",23,28,-1,-5,-5,-3,0,2,31,32,"FR_SAHB_80262"
"FR-1-H_26_43_2663",1848,"59:44","FR_SAHB_80262",32,31,1,1,1,1,0,0,32,31,"FR_SAHB_80262"
"FR-1-H_26_43_2664",1849,"16:19","FR_FTHB_31000",5,7,-2,-2,-2,-1,0,1,27,25,"FR_FTHB_31000"
"FR-1-H_26_43_2664",1850,"53:22","FR_CRMHB_35510",21,22,-3,-1,-1,-2,0,-1,25,27,"FR_FTHB_31000"
"FR-1-H_26_44_2665",1851,"09:04","FR_DHBGL_59140",2,6,-1,-4,-4,-2,0,2,27,24,"FR_DHBGL_59140"
"FR-1-H_26_44_2665",1852,"22:41","FR_FTHB_31000",11,9,-2,2,2,1,0,-1,24,27,"FR_DHBGL_59140"
"FR-1-H_26_44_2665",1853,"38:50","FR_FTHB_31000",15,18,-2,-3,-3,-4,0,-1,24,27,"FR_DHBGL_59140"
"FR-1-H_26_44_2665",1854,"50:19","FR_DHBGL_59140",22,20,-4,2,2,3,0,1,27,24,"FR_DHBGL_59140"
"FR-1-H_26_44_2666",1855,"19:19","FR_MHB_34000",7,9,-4,-2,-2,1,0,3,34,30,"FR_MHB_34000"
"FR-1-H_26_44_2666",1856,"28:49","FR_USCHB_94000",14,14,1,0,0,-2,0,-2,30,34,"FR_MHB_34000"
"FR-1-H_26_44_2666",1857,"51:22","FR_MHB_34000",30,28,-3,2,2,2,0,0,34,30,"FR_MHB_34000"
"FR-1-H_26_44_2666",1858,"56:44","FR_MHB_34000",32,30,-1,2,2,4,0,2,34,30,"FR_MHB_34000"
"FR-1-H_26_44_2667",1859,"09:59","FR_CRMHB_35510",1,3,-1,-2,-2,-2,0,0,18,17,"FR_CRMHB_35510"
"FR-1-H_26_44_2667",1860,"29:02","FR_CSMBHB_73000",9,8,1,1,1,0,0,-1,17,18,"FR_CRMHB_35510"
"FR-1-H_26_44_2667",1861,"47:57","FR_CRMHB_35510",14,15,-2,-1,-1,0,0,1,18,17,"FR_CRMHB_35510"
"FR-1-H_26_44_2667",1862,"53:44","FR_CSMBHB_73000",16,17,-3,-1,-1,0,0,1,17,18,"FR_CRMHB_35510"
"FR-1-H_26_44_2667",1863,"58:44","FR_CSMBHB_73000",17,18,1,-1,-1,-1,0,0,17,18,"FR_CRMHB_35510"
"FR-1-H_26_44_2668",1864,"22:48","FR_USAMNG_30918",9,13,-2,-4,-4,-5,0,-1,27,31,"FR_HBCN_44200"
"FR-1-H_26_44_2668",1865,"26:52","FR_HBCN_44200",16,11,-1,5,5,4,0,-1,31,27,"FR_HBCN_44200"
"FR-1-H_26_44_2668",1866,"42:30","FR_USAMNG_30918",20,23,-2,-3,-3,-3,0,0,27,31,"FR_HBCN_44200"
"FR-1-H_26_44_2668",1867,"49:13","FR_USAMNG_30918",22,27,-2,-5,-5,-3,0,2,27,31,"FR_HBCN_44200"
"FR-1-H_26_44_2668",1868,"51:13","FR_HBCN_44200",27,24,-2,3,3,3,0,0,31,27,"FR_HBCN_44200"
"FR-1-H_26_44_2668",1869,"59:05","FR_HBCN_44200",29,27,-1,2,2,4,0,2,31,27,"FR_HBCN_44200"
"FR-1-H_26_44_2669",1870,"15:10","FR_SAHB_80262",4,11,-3,-7,-7,-8,0,-1,26,36,"FR_PSGHB_75016"
"FR-1-H_26_44_2669",1871,"45:06","FR_SAHB_80262",17,27,-3,-10,-10,-9,0,1,26,36,"FR_PSGHB_75016"
"FR-1-H_26_44_2669",1872,"53:46","FR_SAHB_80262",23,33,-1,-10,-10,-9,0,1,26,36,"FR_PSGHB_75016"
"FR-1-H_26_44_2670",1873,"06:29","FR_PAUC_13100",0,4,-3,-4,-4,-2,0,2,33,36,"FR_SRVHB_83700"
"FR-1-H_26_44_2670",1874,"53:04","FR_PAUC_13100",29,34,-1,-5,-5,-3,0,2,33,36,"FR_SRVHB_83700"
"FR-1-H_26_44_2671",1875,"19:35","FR_IPHB_13806",10,10,-1,0,0,1,0,1,29,37,"FR_TFHB_93290"
"FR-1-H_26_44_2671",1876,"24:23","FR_TFHB_93290",12,13,-2,-1,-1,-2,0,-1,37,29,"FR_TFHB_93290"
"FR-1-H_26_44_2671",1877,"43:27","FR_IPHB_13806",21,24,-3,-3,-3,-4,0,-1,29,37,"FR_TFHB_93290"
"FR-1-H_26_44_2671",1878,"46:24","FR_IPHB_13806",23,29,1,-6,-6,-5,0,1,29,37,"FR_TFHB_93290"
"FR-1-H_26_44_2671",1879,"49:34","FR_TFHB_93290",29,24,-1,5,5,6,0,1,37,29,"FR_TFHB_93290"
"FR-1-H_26_45_2672",1880,"12:53","FR_USAMNG_30918",3,7,-3,-4,-4,-5,0,-1,19,24,"FR_MHB_34000"
"FR-1-H_26_45_2672",1881,"20:14","FR_MHB_34000",9,6,-2,3,3,2,0,-1,24,19,"FR_MHB_34000"
"FR-1-H_26_45_2672",1882,"35:03","FR_USAMNG_30918",11,16,-4,-5,-5,-4,0,1,19,24,"FR_MHB_34000"
"FR-1-H_26_45_2672",1883,"42:52","FR_MHB_34000",18,16,-3,2,2,5,0,3,24,19,"FR_MHB_34000"
"FR-1-H_26_45_2672",1884,"47:35","FR_USAMNG_30918",16,21,-3,-5,-5,-4,0,1,19,24,"FR_MHB_34000"
"FR-1-H_26_45_2672",1885,"57:54","FR_MHB_34000",24,19,1,5,5,5,0,0,24,19,"FR_MHB_34000"
"FR-1-H_26_45_2673",1886,"18:59","FR_SAHB_80262",8,9,-2,-1,-1,-1,0,0,27,33,"FR_PAUC_13100"
"FR-1-H_26_45_2673",1887,"25:32","FR_PAUC_13100",15,12,2,3,3,2,0,-1,33,27,"FR_PAUC_13100"
"FR-1-H_26_45_2673",1888,"41:53","FR_SAHB_80262",21,24,-1,-3,-3,-4,0,-1,27,33,"FR_PAUC_13100"
"FR-1-H_26_45_2673",1889,"47:48","FR_PAUC_13100",25,21,1,4,4,6,0,2,33,27,"FR_PAUC_13100"
"FR-1-H_26_45_2673",1890,"48:58","FR_SAHB_80262",21,27,-2,-6,-6,-5,0,1,27,33,"FR_PAUC_13100"
"FR-1-H_26_45_2673",1891,"54:23","FR_PAUC_13100",29,24,-2,5,5,7,0,2,33,27,"FR_PAUC_13100"
"FR-1-H_26_45_2674",1892,"04:47","FR_DHBGL_59140",1,4,-3,-3,-3,-4,0,-1,22,21,"FR_DHBGL_59140"
"FR-1-H_26_45_2674",1893,"17:42","FR_CRMHB_35510",7,5,-1,2,2,3,0,1,21,22,"FR_DHBGL_59140"
"FR-1-H_26_45_2674",1894,"36:48","FR_CRMHB_35510",13,13,-4,0,0,-1,0,-1,21,22,"FR_DHBGL_59140"
"FR-1-H_26_45_2674",1895,"52:26","FR_DHBGL_59140",21,17,-1,4,4,2,0,-2,22,21,"FR_DHBGL_59140"
"FR-1-H_26_45_2674",1896,"56:59","FR_DHBGL_59140",22,20,-3,2,2,1,0,-1,22,21,"FR_DHBGL_59140"
"FR-1-H_26_45_2675",1897,"30:00","FR_CSMBHB_73000",16,12,2,4,4,5,0,1,34,26,"FR_CSMBHB_73000"
"FR-1-H_26_45_2675",1898,"45:00","FR_IPHB_13806",16,26,-2,-10,-10,-10,0,0,26,34,"FR_CSMBHB_73000"
"FR-1-H_26_45_2676",1899,"16:26","FR_TFHB_93290",6,8,-3,-2,-2,-1,0,1,28,24,"FR_TFHB_93290"
"FR-1-H_26_45_2676",1900,"21:05","FR_HBCN_44200",8,7,-1,1,1,1,0,0,24,28,"FR_TFHB_93290"
"FR-1-H_26_45_2676",1901,"42:30","FR_TFHB_93290",17,16,-2,1,1,2,0,1,28,24,"FR_TFHB_93290"
"FR-1-H_26_45_2676",1902,"55:17","FR_HBCN_44200",21,25,-1,-4,-4,-4,0,0,24,28,"FR_TFHB_93290"
"FR-1-H_26_45_2676",1903,"57:24","FR_TFHB_93290",26,22,-1,4,4,4,0,0,28,24,"FR_TFHB_93290"
"FR-1-H_26_45_2677",1904,"15:53","FR_PSGHB_75016",5,9,-2,-4,-4,-4,0,0,35,31,"FR_PSGHB_75016"
"FR-1-H_26_45_2677",1905,"27:33","FR_USCHB_94000",14,12,-2,2,2,0,0,-2,31,35,"FR_PSGHB_75016"
"FR-1-H_26_45_2677",1906,"55:07","FR_USCHB_94000",28,31,-3,-3,-3,-2,0,1,31,35,"FR_PSGHB_75016"
"FR-1-H_26_45_2677",1907,"58:39","FR_PSGHB_75016",33,31,-1,2,2,4,0,2,35,31,"FR_PSGHB_75016"
"FR-1-H_26_45_2678",1908,"16:03","FR_FTHB_31000",7,9,-3,-2,-2,-2,0,0,27,28,"FR_SRVHB_83700"
"FR-1-H_26_45_2678",1909,"42:10","FR_FTHB_31000",16,20,-3,-4,-4,-4,0,0,27,28,"FR_SRVHB_83700"
"FR-1-H_26_45_2678",1910,"54:25","FR_FTHB_31000",24,25,1,-1,-1,0,0,1,27,28,"FR_SRVHB_83700"
"FR-1-H_26_46_2679",1911,"18:42","FR_MHB_34000",9,12,-2,-3,-3,-5,0,-2,28,32,"FR_PSGHB_75016"
"FR-1-H_26_46_2679",1912,"24:37","FR_PSGHB_75016",15,11,-1,4,4,5,0,1,32,28,"FR_PSGHB_75016"
"FR-1-H_26_46_2679",1913,"44:52","FR_PSGHB_75016",22,22,-1,0,0,1,0,1,32,28,"FR_PSGHB_75016"
"FR-1-H_26_46_2679",1914,"49:18","FR_MHB_34000",23,24,-1,-1,-1,-3,0,-2,28,32,"FR_PSGHB_75016"
"FR-1-H_26_46_2679",1915,"56:31","FR_MHB_34000",26,30,-1,-4,-4,-4,0,0,28,32,"FR_PSGHB_75016"
"FR-1-H_26_46_2680",1916,"21:16","FR_CRMHB_35510",9,11,-3,-2,-2,2,0,4,26,25,"FR_CRMHB_35510"
"FR-1-H_26_46_2680",1917,"26:06","FR_USCHB_94000",12,14,-1,-2,-2,-1,0,1,25,26,"FR_CRMHB_35510"
"FR-1-H_26_46_2680",1918,"41:53","FR_USCHB_94000",16,20,-2,-4,-4,-2,0,2,25,26,"FR_CRMHB_35510"
"FR-1-H_26_46_2680",1919,"51:08","FR_CRMHB_35510",23,23,-3,0,0,-1,0,-1,26,25,"FR_CRMHB_35510"
"FR-1-H_26_46_2680",1920,"59:17","FR_USCHB_94000",25,25,-1,0,0,-1,0,-1,25,26,"FR_CRMHB_35510"
"FR-1-H_26_46_2681",1921,"14:54","FR_PAUC_13100",2,8,-4,-6,-6,-2,0,4,28,29,"FR_CSMBHB_73000"
"FR-1-H_26_46_2681",1922,"20:48","FR_CSMBHB_73000",8,7,-4,1,1,0,0,-1,29,28,"FR_CSMBHB_73000"
"FR-1-H_26_46_2681",1923,"48:58","FR_PAUC_13100",23,24,-1,-1,-1,-2,0,-1,28,29,"FR_CSMBHB_73000"
"FR-1-H_26_46_2681",1924,"54:49","FR_CSMBHB_73000",26,25,-1,1,1,1,0,0,29,28,"FR_CSMBHB_73000"
"FR-1-H_26_46_2681",1925,"59:15","FR_CSMBHB_73000",29,28,-1,1,1,1,0,0,29,28,"FR_CSMBHB_73000"
"FR-1-H_26_46_2682",1926,"09:49","FR_TFHB_93290",3,8,-3,-5,-5,-7,0,-2,18,27,"FR_DHBGL_59140"
"FR-1-H_26_46_2682",1927,"26:15","FR_DHBGL_59140",13,6,-1,7,7,9,0,2,27,18,"FR_DHBGL_59140"
"FR-1-H_26_46_2682",1928,"43:59","FR_DHBGL_59140",19,11,1,8,8,9,0,1,27,18,"FR_DHBGL_59140"
"FR-1-H_26_46_2682",1929,"47:32","FR_TFHB_93290",12,21,-2,-9,-9,-8,0,1,18,27,"FR_DHBGL_59140"
"FR-1-H_26_46_2682",1930,"51:47","FR_TFHB_93290",15,23,-1,-8,-8,-8,0,0,18,27,"FR_DHBGL_59140"
"FR-1-H_26_46_2682",1931,"53:32","FR_DHBGL_59140",24,16,-1,8,8,10,0,2,27,18,"FR_DHBGL_59140"
"FR-1-H_26_46_2683",1932,"19:05","FR_IPHB_13806",7,10,-1,-3,-3,-4,0,-1,28,31,"FR_FTHB_31000"
"FR-1-H_26_46_2683",1933,"23:23","FR_FTHB_31000",14,10,-1,4,4,3,0,-1,31,28,"FR_FTHB_31000"
"FR-1-H_26_46_2683",1934,"36:27","FR_FTHB_31000",18,17,-3,1,1,1,0,0,31,28,"FR_FTHB_31000"
"FR-1-H_26_46_2683",1935,"47:15","FR_IPHB_13806",21,24,-1,-3,-3,-2,0,1,28,31,"FR_FTHB_31000"
"FR-1-H_26_46_2683",1936,"54:10","FR_IPHB_13806",25,28,-1,-3,-3,-3,0,0,28,31,"FR_FTHB_31000"
"FR-1-H_26_46_2684",1937,"21:13","FR_HBCN_44200",12,9,1,3,3,3,0,0,27,27,"Egalité"
"FR-1-H_26_46_2684",1938,"42:45","FR_HBCN_44200",21,20,-2,1,1,-1,0,-2,27,27,"Egalité"
"FR-1-H_26_46_2684",1939,"57:15","FR_HBCN_44200",27,27,-2,0,0,0,0,0,27,27,"Egalité"
"FR-1-H_26_46_2685",1940,"15:54","FR_USAMNG_30918",9,6,2,3,3,2,0,-1,27,20,"FR_USAMNG_30918"
"FR-1-H_26_46_2685",1941,"22:20","FR_SAHB_80262",9,10,2,-1,-1,-1,0,0,20,27,"FR_USAMNG_30918"
"FR-1-H_26_46_2685",1942,"34:28","FR_SAHB_80262",12,16,-2,-4,-4,-5,0,-1,20,27,"FR_USAMNG_30918"
"FR-1-H_26_46_2685",1943,"54:22","FR_USAMNG_30918",24,19,-2,5,5,7,0,2,27,20,"FR_USAMNG_30918"
"FR-1-H_26_47_2686",1944,"15:24","FR_PSGHB_75016",2,5,-2,-3,-3,-3,0,0,23,17,"FR_PSGHB_75016"
"FR-1-H_26_47_2686",1945,"23:38","FR_DHBGL_59140",7,6,-2,1,1,-2,0,-3,17,23,"FR_PSGHB_75016"
"FR-1-H_26_47_2686",1946,"34:43","FR_DHBGL_59140",9,12,-2,-3,-3,-2,0,1,17,23,"FR_PSGHB_75016"
"FR-1-H_26_47_2686",1947,"48:31","FR_DHBGL_59140",15,17,-1,-2,-2,-5,0,-3,17,23,"FR_PSGHB_75016"
"FR-1-H_26_47_2687",1948,"07:17","FR_CRMHB_35510",1,1,1,0,0,0,0,0,23,23,"Egalité"
"FR-1-H_26_47_2687",1949,"21:58","FR_CRMHB_35510",7,8,-1,-1,-1,-1,0,0,23,23,"Egalité"
"FR-1-H_26_47_2687",1950,"41:29","FR_CRMHB_35510",13,16,-4,-3,-3,-3,0,0,23,23,"Egalité"
"FR-1-H_26_47_2687",1951,"55:03","FR_CRMHB_35510",21,21,-1,0,0,1,0,1,23,23,"Egalité"
"FR-1-H_26_47_2688",1952,"13:53","FR_USAMNG_30918",6,10,-4,-4,-4,0,0,4,35,27,"FR_USAMNG_30918"
"FR-1-H_26_47_2688",1953,"45:12","FR_USAMNG_30918",24,20,1,4,4,4,0,0,35,27,"FR_USAMNG_30918"
"FR-1-H_26_47_2688",1954,"48:33","FR_IPHB_13806",20,25,1,-5,-5,-6,0,-1,27,35,"FR_USAMNG_30918"
"FR-1-H_26_47_2689",1955,"21:00","FR_PAUC_13100",7,10,-1,-3,-3,-4,0,-1,28,35,"FR_MHB_34000"
"FR-1-H_26_47_2689",1956,"27:47","FR_MHB_34000",14,9,3,5,5,5,0,0,35,28,"FR_MHB_34000"
"FR-1-H_26_47_2689",1957,"41:09","FR_PAUC_13100",15,23,-3,-8,-8,-9,0,-1,28,35,"FR_MHB_34000"
"FR-1-H_26_47_2689",1958,"50:56","FR_MHB_34000",28,20,-2,8,8,8,0,0,35,28,"FR_MHB_34000"
"FR-1-H_26_47_2689",1959,"55:57","FR_MHB_34000",32,24,-1,8,8,7,0,-1,35,28,"FR_MHB_34000"
"FR-1-H_26_47_2689",1960,"59:55","FR_PAUC_13100",28,35,-1,-7,-7,-7,0,0,28,35,"FR_MHB_34000"
"FR-1-H_26_47_2690",1961,"14:05","FR_HBCN_44200",8,10,-3,-2,-2,0,0,2,34,32,"FR_HBCN_44200"
"FR-1-H_26_47_2690",1962,"29:32","FR_USCHB_94000",17,17,1,0,0,0,0,0,32,34,"FR_HBCN_44200"
"FR-1-H_26_47_2690",1963,"43:13","FR_HBCN_44200",25,24,-1,1,1,0,0,-1,34,32,"FR_HBCN_44200"
"FR-1-H_26_47_2690",1964,"47:59","FR_HBCN_44200",27,27,-2,0,0,1,0,1,34,32,"FR_HBCN_44200"
"FR-1-H_26_47_2690",1965,"57:16","FR_HBCN_44200",32,31,-1,1,1,2,0,1,34,32,"FR_HBCN_44200"
"FR-1-H_26_47_2691",1966,"12:49","FR_SAHB_80262",4,7,-4,-3,-3,-3,0,0,29,31,"FR_FTHB_31000"
"FR-1-H_26_47_2691",1967,"26:45","FR_SAHB_80262",11,14,2,-3,-3,-3,0,0,29,31,"FR_FTHB_31000"
"FR-1-H_26_47_2691",1968,"38:53","FR_FTHB_31000",19,17,-2,2,2,3,0,1,31,29,"FR_FTHB_31000"
"FR-1-H_26_47_2691",1969,"44:10","FR_SAHB_80262",19,22,-2,-3,-3,-1,0,2,29,31,"FR_FTHB_31000"
"FR-1-H_26_47_2691",1970,"55:59","FR_SAHB_80262",24,28,-1,-4,-4,-2,0,2,29,31,"FR_FTHB_31000"
"FR-1-H_26_47_2691",1971,"58:29","FR_FTHB_31000",29,27,-2,2,2,2,0,0,31,29,"FR_FTHB_31000"
"FR-1-H_26_47_2692",1972,"10:58","FR_TFHB_93290",4,7,1,-3,-3,-2,0,1,27,30,"FR_CSMBHB_73000"
"FR-1-H_26_47_2692",1973,"16:10","FR_CSMBHB_73000",9,7,-2,2,2,1,0,-1,30,27,"FR_CSMBHB_73000"
"FR-1-H_26_47_2692",1974,"41:17","FR_TFHB_93290",17,21,-3,-4,-4,-5,0,-1,27,30,"FR_CSMBHB_73000"
"FR-1-H_26_47_2692",1975,"49:34","FR_TFHB_93290",20,25,1,-5,-5,-4,0,1,27,30,"FR_CSMBHB_73000"
"FR-1-H_26_47_2692",1976,"54:49","FR_CSMBHB_73000",27,23,-1,4,4,3,0,-1,30,27,"FR_CSMBHB_73000"
"FR-1-H_26_47_2692",1977,"57:38","FR_CSMBHB_73000",29,26,-2,3,3,3,0,0,30,27,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1978,"21:41","FR_CSMBHB_73000",10,10,-3,0,0,2,0,2,29,27,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1979,"23:15","FR_MHB_34000",10,12,-2,-2,-2,0,0,2,27,29,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1980,"34:43","FR_MHB_34000",15,19,-2,-4,-4,-2,0,2,27,29,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1981,"42:33","FR_CSMBHB_73000",21,20,-4,1,1,1,0,0,29,27,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1982,"55:35","FR_MHB_34000",25,28,-1,-3,-3,-2,0,1,27,29,"FR_CSMBHB_73000"
"FR-1-H_26_48_2693",1983,"59:26","FR_CSMBHB_73000",29,27,-1,2,2,2,0,0,29,27,"FR_CSMBHB_73000"
"FR-1-H_26_48_2694",1984,"07:03","FR_PAUC_13100",3,7,-3,-4,-4,-7,0,-3,28,34,"FR_USAMNG_30918"
"FR-1-H_26_48_2694",1985,"21:54","FR_USAMNG_30918",17,8,-1,9,9,11,0,2,34,28,"FR_USAMNG_30918"
"FR-1-H_26_48_2694",1986,"39:03","FR_USAMNG_30918",21,15,-2,6,6,5,0,-1,34,28,"FR_USAMNG_30918"
"FR-1-H_26_48_2694",1987,"45:08","FR_PAUC_13100",18,23,1,-5,-5,-4,0,1,28,34,"FR_USAMNG_30918"
"FR-1-H_26_48_2694",1988,"53:54","FR_PAUC_13100",25,32,1,-7,-7,-8,0,-1,28,34,"FR_USAMNG_30918"
"FR-1-H_26_48_2695",1989,"11:47","FR_USCHB_94000",3,7,-3,-4,-4,-4,0,0,21,28,"FR_DHBGL_59140"
"FR-1-H_26_48_2695",1990,"29:21","FR_DHBGL_59140",13,8,-1,5,5,9,0,4,28,21,"FR_DHBGL_59140"
"FR-1-H_26_48_2695",1991,"33:05","FR_USCHB_94000",8,17,-4,-9,-9,-9,0,0,21,28,"FR_DHBGL_59140"
"FR-1-H_26_48_2695",1992,"37:01","FR_DHBGL_59140",18,9,-1,9,9,10,0,1,28,21,"FR_DHBGL_59140"
"FR-1-H_26_48_2695",1993,"51:19","FR_DHBGL_59140",24,17,-2,7,7,8,0,1,28,21,"FR_DHBGL_59140"
"FR-1-H_26_48_2696",1994,"23:09","FR_PSGHB_75016",13,8,1,5,5,4,0,-1,26,23,"FR_PSGHB_75016"
"FR-1-H_26_48_2696",1995,"50:46","FR_CRMHB_35510",21,24,-2,-3,-3,-3,0,0,23,26,"FR_PSGHB_75016"
"FR-1-H_26_48_2696",1996,"53:51","FR_PSGHB_75016",25,22,1,3,3,3,0,0,26,23,"FR_PSGHB_75016"
"FR-1-H_26_48_2697",1997,"21:50","FR_IPHB_13806",14,14,1,0,0,1,0,1,30,38,"FR_SRVHB_83700"
"FR-1-H_26_48_2697",1998,"35:25","FR_IPHB_13806",19,26,-4,-7,-7,-7,0,0,30,38,"FR_SRVHB_83700"
"FR-1-H_26_48_2698",1999,"22:25","FR_SAHB_80262",12,16,-3,-4,-4,-2,0,2,31,32,"FR_HBCN_44200"
"FR-1-H_26_48_2698",2000,"27:18","FR_HBCN_44200",16,14,-2,2,2,2,0,0,32,31,"FR_HBCN_44200"
"FR-1-H_26_48_2698",2001,"37:49","FR_SAHB_80262",21,23,-2,-2,-2,-2,0,0,31,32,"FR_HBCN_44200"
"FR-1-H_26_48_2698",2002,"49:12","FR_HBCN_44200",28,25,-1,3,3,3,0,0,32,31,"FR_HBCN_44200"
"FR-1-H_26_48_2698",2003,"56:54","FR_SAHB_80262",28,32,-2,-4,-4,-2,0,2,31,32,"FR_HBCN_44200"
"FR-1-H_26_48_2698",2004,"58:16","FR_HBCN_44200",32,30,-2,2,2,1,0,-1,32,31,"FR_HBCN_44200"
"FR-1-H_26_48_2699",2005,"29:17","FR_FTHB_31000",16,15,-1,1,1,0,0,-1,33,28,"FR_FTHB_31000"
"FR-1-H_26_48_2699",2006,"42:01","FR_TFHB_93290",18,22,-3,-4,-4,-1,0,3,28,33,"FR_FTHB_31000"
"FR-1-H_26_48_2699",2007,"45:02","FR_FTHB_31000",22,21,-3,1,1,3,0,2,33,28,"FR_FTHB_31000"
"FR-1-H_26_48_2699",2008,"54:01","FR_TFHB_93290",25,29,-2,-4,-4,-5,0,-1,28,33,"FR_FTHB_31000"
"FR-1-H_26_49_2700",2009,"12:12","FR_DHBGL_59140",4,7,1,-3,-3,-2,0,1,24,30,"FR_MHB_34000"
"FR-1-H_26_49_2700",2010,"26:34","FR_MHB_34000",12,10,-1,2,2,4,0,2,30,24,"FR_MHB_34000"
"FR-1-H_26_49_2700",2011,"37:19","FR_DHBGL_59140",14,19,-2,-5,-5,-8,0,-3,24,30,"FR_MHB_34000"
"FR-1-H_26_49_2700",2012,"45:28","FR_DHBGL_59140",15,24,-1,-9,-9,-7,0,2,24,30,"FR_MHB_34000"
"FR-1-H_26_49_2700",2013,"47:56","FR_MHB_34000",24,17,-2,7,7,7,0,0,30,24,"FR_MHB_34000"
"FR-1-H_26_49_2701",2014,"13:42","FR_CRMHB_35510",4,8,-4,-4,-4,-4,0,0,27,29,"FR_HBCN_44200"
"FR-1-H_26_49_2701",2015,"27:15","FR_HBCN_44200",14,6,2,8,8,7,0,-1,29,27,"FR_HBCN_44200"
"FR-1-H_26_49_2701",2016,"43:45","FR_HBCN_44200",20,15,-4,5,5,4,0,-1,29,27,"FR_HBCN_44200"
"FR-1-H_26_49_2701",2017,"53:46","FR_CRMHB_35510",21,26,-2,-5,-5,-4,0,1,27,29,"FR_HBCN_44200"
"FR-1-H_26_49_2702",2018,"16:56","FR_USCHB_94000",9,8,-3,1,1,4,0,3,25,23,"FR_USCHB_94000"
"FR-1-H_26_49_2702",2019,"20:16","FR_TFHB_93290",8,12,-3,-4,-4,-5,0,-1,23,25,"FR_USCHB_94000"
"FR-1-H_26_49_2702",2020,"39:18","FR_TFHB_93290",13,20,-2,-7,-7,-4,0,3,23,25,"FR_USCHB_94000"
"FR-1-H_26_49_2702",2021,"44:43","FR_USCHB_94000",21,18,-3,3,3,1,0,-2,25,23,"FR_USCHB_94000"
"FR-1-H_26_49_2702",2022,"59:14","FR_USCHB_94000",24,23,1,1,1,2,0,1,25,23,"FR_USCHB_94000"
"FR-1-H_26_49_2703",2023,"22:40","FR_CSMBHB_73000",6,8,-3,-2,-2,-2,0,0,24,25,"FR_USAMNG_30918"
"FR-1-H_26_49_2703",2024,"39:34","FR_USAMNG_30918",15,15,-2,0,0,-1,0,-1,25,24,"FR_USAMNG_30918"
"FR-1-H_26_49_2703",2025,"59:09","FR_CSMBHB_73000",24,23,-2,1,1,0,0,-1,24,25,"FR_USAMNG_30918"
"FR-1-H_26_49_2703",2026,"59:14","FR_USAMNG_30918",24,24,1,0,0,1,0,1,25,24,"FR_USAMNG_30918"
"FR-1-H_26_49_2704",2027,"12:22","FR_SAHB_80262",3,9,-4,-6,-6,-6,0,0,27,33,"FR_IPHB_13806"
"FR-1-H_26_49_2704",2028,"21:24","FR_IPHB_13806",14,12,1,2,2,3,0,1,33,27,"FR_IPHB_13806"
"FR-1-H_26_49_2704",2029,"42:30","FR_SAHB_80262",19,25,1,-6,-6,-5,0,1,27,33,"FR_IPHB_13806"
"FR-1-H_26_49_2704",2030,"51:22","FR_IPHB_13806",28,23,0,5,5,6,0,1,33,27,"FR_IPHB_13806"
