"CD_MATCH","id_tm_unique","Temps","CD_CLUB_TM","score_equipe_TM","score_autre_equipe_","indice_serie_avant_tm","diff_300s_avant_TM","diff_TM","diff_300s_apres_TM","evolution_score_avant","evolution_score","score_final_equipe_tm","score_final_autre_equipe","vainqueur_final"
"FR-1-H_24_25_1556",1,"12:09","FR_BHBPP_64140",5,9,-2,-4,-4,-6,0,-2,24,50,"FR_MHB_34000"
"FR-1-H_24_25_1556",2,"23:07","FR_BHBPP_64140",7,18,-3,-11,-11,-10,0,1,24,50,"FR_MHB_34000"
"FR-1-H_24_25_1556",3,"26:16","FR_MHB_34000",20,10,-1,10,10,11,0,1,50,24,"FR_MHB_34000"
"FR-1-H_24_25_1556",4,"48:36","FR_BHBPP_64140",20,39,-2,-19,-19,-22,0,-3,24,50,"FR_MHB_34000"
"FR-1-H_24_25_1556",5,"52:47","FR_MHB_34000",43,22,1,21,21,25,0,4,50,24,"FR_MHB_34000"
"FR-1-H_24_25_1557",6,"25:28","FR_USIHB_94200",7,7,-1,0,0,0,0,0,23,20,"FR_USIHB_94200"
"FR-1-H_24_25_1557",7,"29:03","FR_USCHB_94000",8,8,1,0,0,0,0,0,20,23,"FR_USIHB_94200"
"FR-1-H_24_25_1557",8,"53:07","FR_USCHB_94000",17,20,-2,-3,-3,-3,0,0,20,23,"FR_USIHB_94200"
"FR-1-H_24_25_1559",9,"14:54","FR_CRMHB_35510",8,9,-1,-1,-1,-2,0,-1,23,34,"FR_PSGHB_75016"
"FR-1-H_24_25_1559",10,"18:24","FR_PSGHB_75016",10,8,1,2,2,2,0,0,34,23,"FR_PSGHB_75016"
"FR-1-H_24_25_1559",11,"38:05","FR_CRMHB_35510",15,21,-2,-6,-6,-5,0,1,23,34,"FR_PSGHB_75016"
"FR-1-H_24_25_1559",12,"49:14","FR_CRMHB_35510",19,28,-3,-9,-9,-9,0,0,23,34,"FR_PSGHB_75016"
"FR-1-H_24_25_1560",13,"23:15","FR_SAHB_80262",8,9,-2,-1,-1,0,0,1,24,29,"FR_HBCN_44200"
"FR-1-H_24_25_1561",14,"12:13","FR_PAUC_13100",4,8,1,-4,-4,-2,0,2,34,34,"Egalité"
"FR-1-H_24_25_1561",15,"26:10","FR_FTHB_31000",15,16,1,-1,-1,-2,0,-1,34,34,"Egalité"
"FR-1-H_24_25_1561",16,"36:08","FR_FTHB_31000",18,24,-2,-6,-6,-5,0,1,34,34,"Egalité"
"FR-1-H_24_25_1561",17,"48:11","FR_FTHB_31000",26,31,-2,-5,-5,-2,0,3,34,34,"Egalité"
"FR-1-H_24_25_1562",18,"15:04","FR_CSMBHB_73000",6,7,2,-1,-1,-2,0,-1,23,20,"FR_CSMBHB_73000"
"FR-1-H_24_25_1562",19,"21:37","FR_TFHB_93290",8,7,-1,1,1,2,0,1,20,23,"FR_CSMBHB_73000"
"FR-1-H_24_25_1562",20,"37:54","FR_TFHB_93290",13,15,-3,-2,-2,-2,0,0,20,23,"FR_CSMBHB_73000"
"FR-1-H_24_25_1562",21,"49:18","FR_TFHB_93290",17,21,-1,-4,-4,-4,0,0,20,23,"FR_CSMBHB_73000"
"FR-1-H_24_25_1562",22,"54:28","FR_CSMBHB_73000",22,19,1,3,3,3,0,0,23,20,"FR_CSMBHB_73000"
"FR-1-H_24_26_1564",23,"10:10","FR_USCHB_94000",1,6,-2,-5,-5,-5,0,0,18,25,"FR_CRMHB_35510"
"FR-1-H_24_26_1564",24,"17:23","FR_CRMHB_35510",9,3,1,6,6,6,0,0,25,18,"FR_CRMHB_35510"
"FR-1-H_24_26_1564",25,"44:45","FR_CRMHB_35510",19,15,-1,4,4,6,0,2,25,18,"FR_CRMHB_35510"
"FR-1-H_24_26_1564",26,"48:41","FR_USCHB_94000",15,21,-2,-6,-6,-6,0,0,18,25,"FR_CRMHB_35510"
"FR-1-H_24_26_1564",27,"54:13","FR_CRMHB_35510",22,17,-2,5,5,6,0,1,25,18,"FR_CRMHB_35510"
"FR-1-H_24_26_1567",28,"19:15","FR_HBCN_44200",12,15,1,-3,-3,-3,0,0,29,32,"FR_CSMBHB_73000"
"FR-1-H_24_26_1567",29,"28:58","FR_CSMBHB_73000",17,15,-3,2,2,5,0,3,32,29,"FR_CSMBHB_73000"
"FR-1-H_24_26_1567",30,"54:07","FR_HBCN_44200",27,29,-1,-2,-2,-2,0,0,29,32,"FR_CSMBHB_73000"
"FR-1-H_24_26_1567",31,"57:51","FR_HBCN_44200",28,31,-1,-3,-3,-3,0,0,29,32,"FR_CSMBHB_73000"
"FR-1-H_24_26_1567",32,"58:50","FR_CSMBHB_73000",31,28,0,3,3,3,0,0,32,29,"FR_CSMBHB_73000"
"FR-1-H_24_26_1568",33,"08:23","FR_SAHB_80262",2,6,-6,-4,-4,-3,0,1,26,38,"FR_SRVHB_83700"
"FR-1-H_24_26_1568",34,"49:51","FR_SAHB_80262",21,30,-3,-9,-9,-10,0,-1,26,38,"FR_SRVHB_83700"
"FR-1-H_24_27_1570",35,"21:13","FR_PAUC_13100",9,8,-3,1,1,2,0,1,27,29,"FR_SRVHB_83700"
"FR-1-H_24_27_1570",36,"46:28","FR_PAUC_13100",21,22,-1,-1,-1,0,0,1,27,29,"FR_SRVHB_83700"
"FR-1-H_24_27_1570",37,"53:28","FR_PAUC_13100",23,26,-2,-3,-3,-1,0,2,27,29,"FR_SRVHB_83700"
"FR-1-H_24_27_1571",38,"23:01","FR_USCHB_94000",10,14,-2,-4,-4,-3,0,1,26,24,"FR_USCHB_94000"
"FR-1-H_24_27_1571",39,"28:35","FR_BHBPP_64140",15,13,-2,2,2,6,0,4,24,26,"FR_USCHB_94000"
"FR-1-H_24_27_1571",40,"44:42","FR_BHBPP_64140",22,18,-2,4,4,1,0,-3,24,26,"FR_USCHB_94000"
"FR-1-H_24_27_1571",41,"53:28","FR_USCHB_94000",22,23,1,-1,-1,0,0,1,26,24,"FR_USCHB_94000"
"FR-1-H_24_27_1571",42,"57:51","FR_USCHB_94000",24,24,2,0,0,1,0,1,26,24,"FR_USCHB_94000"
"FR-1-H_24_27_1571",43,"58:34","FR_BHBPP_64140",24,25,-1,-1,-1,-2,0,-1,24,26,"FR_USCHB_94000"
"FR-1-H_24_27_1572",44,"06:15","FR_USIHB_94200",0,4,-2,-4,-4,-5,0,-1,21,22,"FR_CSMBHB_73000"
"FR-1-H_24_27_1572",45,"43:59","FR_USIHB_94200",15,16,1,-1,-1,-3,0,-2,21,22,"FR_CSMBHB_73000"
"FR-1-H_24_27_1572",46,"49:49","FR_USIHB_94200",15,19,-5,-4,-4,-3,0,1,21,22,"FR_CSMBHB_73000"
"FR-1-H_24_27_1572",47,"55:41","FR_CSMBHB_73000",21,19,-1,2,2,1,0,-1,22,21,"FR_CSMBHB_73000"
"FR-1-H_24_27_1573",48,"03:38","FR_DHBGL_59140",0,3,-3,-3,-3,-1,0,2,28,25,"FR_DHBGL_59140"
"FR-1-H_24_27_1573",49,"20:45","FR_HBCN_44200",8,10,-3,-2,-2,-2,0,0,25,28,"FR_DHBGL_59140"
"FR-1-H_24_27_1573",50,"41:32","FR_DHBGL_59140",19,19,-1,0,0,0,0,0,28,25,"FR_DHBGL_59140"
"FR-1-H_24_27_1573",51,"49:32","FR_HBCN_44200",22,24,-2,-2,-2,-4,0,-2,25,28,"FR_DHBGL_59140"
"FR-1-H_24_27_1573",52,"55:00","FR_HBCN_44200",23,27,-2,-4,-4,-3,0,1,25,28,"FR_DHBGL_59140"
"FR-1-H_24_27_1573",53,"58:02","FR_DHBGL_59140",27,24,-1,3,3,3,0,0,28,25,"FR_DHBGL_59140"
"FR-1-H_24_27_1574",54,"18:02","FR_PSGHB_75016",7,9,-2,-2,-2,-1,0,1,38,24,"FR_PSGHB_75016"
"FR-1-H_24_27_1574",55,"25:28","FR_MHB_34000",11,12,-2,-1,-1,-2,0,-1,24,38,"FR_PSGHB_75016"
"FR-1-H_24_27_1574",56,"43:28","FR_PSGHB_75016",24,19,-2,5,5,9,0,4,38,24,"FR_PSGHB_75016"
"FR-1-H_24_27_1574",57,"46:49","FR_MHB_34000",19,28,-4,-9,-9,-11,0,-2,24,38,"FR_PSGHB_75016"
"FR-1-H_24_27_1574",58,"52:02","FR_MHB_34000",21,32,-3,-11,-11,-14,0,-3,24,38,"FR_PSGHB_75016"
"FR-1-H_24_27_1575",59,"20:49","FR_CRMHB_35510",8,8,-1,0,0,1,0,1,23,22,"FR_CRMHB_35510"
"FR-1-H_24_27_1575",60,"25:11","FR_SAHB_80262",10,11,-1,-1,-1,-3,0,-2,22,23,"FR_CRMHB_35510"
"FR-1-H_24_27_1575",61,"42:33","FR_CRMHB_35510",18,18,-4,0,0,-1,0,-1,23,22,"FR_CRMHB_35510"
"FR-1-H_24_27_1575",62,"50:27","FR_SAHB_80262",20,18,2,2,2,1,0,-1,22,23,"FR_CRMHB_35510"
"FR-1-H_24_27_1575",63,"58:43","FR_CRMHB_35510",22,22,1,0,0,0,0,0,23,22,"FR_CRMHB_35510"
"FR-1-H_24_27_1575",64,"60:00","FR_SAHB_80262",22,23,1,-1,-1,-1,0,0,22,23,"FR_CRMHB_35510"
"FR-1-H_24_27_1576",65,"14:53","FR_FTHB_31000",5,9,-3,-4,-4,-4,0,0,25,28,"FR_TFHB_93290"
"FR-1-H_24_27_1576",66,"21:48","FR_FTHB_31000",6,12,-3,-6,-6,-6,0,0,25,28,"FR_TFHB_93290"
"FR-1-H_24_27_1576",67,"27:37","FR_TFHB_93290",14,9,-3,5,5,5,0,0,28,25,"FR_TFHB_93290"
"FR-1-H_24_27_1576",68,"44:22","FR_TFHB_93290",21,17,-2,4,4,5,0,1,28,25,"FR_TFHB_93290"
"FR-1-H_24_27_1576",69,"51:30","FR_FTHB_31000",19,25,-2,-6,-6,-5,0,1,25,28,"FR_TFHB_93290"
"FR-1-H_24_28_1577",70,"04:56","FR_CRMHB_35510",1,3,-3,-2,-2,-4,0,-2,27,28,"FR_DHBGL_59140"
"FR-1-H_24_28_1577",71,"14:34","FR_DHBGL_59140",7,4,-2,3,3,4,0,1,28,27,"FR_DHBGL_59140"
"FR-1-H_24_28_1577",72,"50:44","FR_DHBGL_59140",23,21,-4,2,2,2,0,0,28,27,"FR_DHBGL_59140"
"FR-1-H_24_28_1577",73,"58:37","FR_DHBGL_59140",27,25,-1,2,2,3,0,1,28,27,"FR_DHBGL_59140"
"FR-1-H_24_28_1577",74,"59:16","FR_CRMHB_35510",25,28,-1,-3,-3,-1,0,2,27,28,"FR_DHBGL_59140"
"FR-1-H_24_28_1578",75,"13:25","FR_CSMBHB_73000",5,6,-2,-1,-1,-2,0,-1,27,22,"FR_CSMBHB_73000"
"FR-1-H_24_28_1578",76,"26:20","FR_BHBPP_64140",8,9,-2,-1,-1,-1,0,0,22,27,"FR_CSMBHB_73000"
"FR-1-H_24_28_1578",77,"37:58","FR_BHBPP_64140",12,16,-2,-4,-4,-3,0,1,22,27,"FR_CSMBHB_73000"
"FR-1-H_24_28_1578",78,"52:11","FR_CSMBHB_73000",21,20,-3,1,1,3,0,2,27,22,"FR_CSMBHB_73000"
"FR-1-H_24_28_1578",79,"56:12","FR_BHBPP_64140",21,24,-3,-3,-3,-5,0,-2,22,27,"FR_CSMBHB_73000"
"FR-1-H_24_28_1579",80,"15:31","FR_USCHB_94000",5,9,-3,-4,-4,-6,0,-2,25,28,"FR_SAHB_80262"
"FR-1-H_24_28_1579",81,"22:39","FR_SAHB_80262",13,8,-1,5,5,5,0,0,28,25,"FR_SAHB_80262"
"FR-1-H_24_28_1579",82,"48:23","FR_SAHB_80262",22,21,-2,1,1,2,0,1,28,25,"FR_SAHB_80262"
"FR-1-H_24_28_1579",83,"53:45","FR_USCHB_94000",22,24,-1,-2,-2,-3,0,-1,25,28,"FR_SAHB_80262"
"FR-1-H_24_28_1580",84,"18:47","FR_PAUC_13100",9,10,-1,-1,-1,-1,0,0,28,30,"FR_USIHB_94200"
"FR-1-H_24_28_1580",85,"28:57","FR_USIHB_94200",15,14,-2,1,1,0,0,-1,30,28,"FR_USIHB_94200"
"FR-1-H_24_28_1580",86,"51:46","FR_USIHB_94200",26,24,-1,2,2,1,0,-1,30,28,"FR_USIHB_94200"
"FR-1-H_24_28_1580",87,"58:07","FR_PAUC_13100",28,30,-3,-2,-2,-2,0,0,28,30,"FR_USIHB_94200"
"FR-1-H_24_28_1580",88,"58:38","FR_PAUC_13100",28,30,0,-2,-2,-2,0,0,28,30,"FR_USIHB_94200"
"FR-1-H_24_28_1580",89,"58:39","FR_PAUC_13100",28,30,0,-2,-2,-2,0,0,28,30,"FR_USIHB_94200"
"FR-1-H_24_28_1580",90,"58:40","FR_PAUC_13100",28,30,0,-2,-2,-2,0,0,28,30,"FR_USIHB_94200"
"FR-1-H_24_28_1581",91,"16:18","FR_HBCN_44200",3,8,-2,-5,-5,-2,0,3,23,22,"FR_HBCN_44200"
"FR-1-H_24_28_1581",92,"21:20","FR_TFHB_93290",9,7,-2,2,2,2,0,0,22,23,"FR_HBCN_44200"
"FR-1-H_24_28_1581",93,"46:57","FR_TFHB_93290",18,17,-2,1,1,0,0,-1,22,23,"FR_HBCN_44200"
"FR-1-H_24_28_1581",94,"53:57","FR_HBCN_44200",20,21,-1,-1,-1,1,0,2,23,22,"FR_HBCN_44200"
"FR-1-H_24_28_1581",95,"56:41","FR_TFHB_93290",21,22,-2,-1,-1,-1,0,0,22,23,"FR_HBCN_44200"
"FR-1-H_24_28_1583",96,"15:25","FR_MHB_34000",8,10,-4,-2,-2,-3,0,-1,29,34,"FR_FTHB_31000"
"FR-1-H_24_28_1583",97,"26:28","FR_FTHB_31000",17,13,-1,4,4,4,0,0,34,29,"FR_FTHB_31000"
"FR-1-H_24_28_1583",98,"43:20","FR_MHB_34000",20,24,-1,-4,-4,-2,0,2,29,34,"FR_FTHB_31000"
"FR-1-H_24_28_1583",99,"55:14","FR_FTHB_31000",30,25,2,5,5,6,0,1,34,29,"FR_FTHB_31000"
"FR-1-H_24_28_1583",100,"57:07","FR_MHB_34000",26,32,-2,-6,-6,-5,0,1,29,34,"FR_FTHB_31000"
"FR-1-H_24_29_1584",101,"19:49","FR_PAUC_13100",12,14,-3,-2,-2,-4,0,-2,30,36,"FR_CSMBHB_73000"
"FR-1-H_24_29_1584",102,"47:35","FR_PAUC_13100",22,30,-2,-8,-8,-6,0,2,30,36,"FR_CSMBHB_73000"
"FR-1-H_24_29_1584",103,"56:43","FR_PAUC_13100",28,35,-1,-7,-7,-6,0,1,30,36,"FR_CSMBHB_73000"
"FR-1-H_24_29_1585",104,"15:42","FR_BHBPP_64140",4,7,-2,-3,-3,-6,0,-3,24,29,"FR_USIHB_94200"
"FR-1-H_24_29_1585",105,"44:41","FR_USIHB_94200",22,16,-1,6,6,5,0,-1,29,24,"FR_USIHB_94200"
"FR-1-H_24_29_1586",106,"25:38","FR_HBCN_44200",11,9,-1,2,2,1,0,-1,25,27,"FR_CRMHB_35510"
"FR-1-H_24_29_1586",107,"41:26","FR_CRMHB_35510",17,18,-2,-1,-1,0,0,1,27,25,"FR_CRMHB_35510"
"FR-1-H_24_29_1586",108,"46:55","FR_HBCN_44200",19,20,-1,-1,-1,0,0,1,25,27,"FR_CRMHB_35510"
"FR-1-H_24_29_1586",109,"52:52","FR_HBCN_44200",21,23,-3,-2,-2,-1,0,1,25,27,"FR_CRMHB_35510"
"FR-1-H_24_29_1587",110,"07:53","FR_DHBGL_59140",1,1,0,0,0,-3,0,-3,27,22,"FR_DHBGL_59140"
"FR-1-H_24_29_1587",111,"18:28","FR_USCHB_94000",9,6,-2,3,3,1,0,-2,22,27,"FR_DHBGL_59140"
"FR-1-H_24_29_1587",112,"42:12","FR_USCHB_94000",15,21,-2,-6,-6,-7,0,-1,22,27,"FR_DHBGL_59140"
"FR-1-H_24_29_1587",113,"53:11","FR_DHBGL_59140",23,18,-2,5,5,4,0,-1,27,22,"FR_DHBGL_59140"
"FR-1-H_24_29_1587",114,"57:53","FR_USCHB_94000",22,26,1,-4,-4,-5,0,-1,22,27,"FR_DHBGL_59140"
"FR-1-H_24_29_1588",115,"23:43","FR_MHB_34000",11,8,-1,3,3,2,0,-1,14,13,"FR_MHB_34000"
"FR-1-H_24_29_1589",116,"08:39","FR_FTHB_31000",2,6,-3,-4,-4,-5,0,-1,29,43,"FR_PSGHB_75016"
"FR-1-H_24_29_1589",117,"26:52","FR_PSGHB_75016",20,15,-2,5,5,6,0,1,43,29,"FR_PSGHB_75016"
"FR-1-H_24_29_1589",118,"50:31","FR_FTHB_31000",24,38,-3,-14,-14,-16,0,-2,29,43,"FR_PSGHB_75016"
"FR-1-H_24_30_1591",119,"19:41","FR_PSGHB_75016",9,7,2,2,2,1,0,-1,28,23,"FR_PSGHB_75016"
"FR-1-H_24_30_1591",120,"29:05","FR_CSMBHB_73000",12,13,1,-1,-1,-3,0,-2,23,28,"FR_PSGHB_75016"
"FR-1-H_24_30_1591",121,"49:37","FR_CSMBHB_73000",19,25,-3,-6,-6,-4,0,2,23,28,"FR_PSGHB_75016"
"FR-1-H_24_30_1591",122,"54:23","FR_PSGHB_75016",26,22,-3,4,4,5,0,1,28,23,"FR_PSGHB_75016"
"FR-1-H_24_30_1592",123,"07:29","FR_FTHB_31000",2,6,-3,-4,-4,-3,0,1,28,36,"FR_USCHB_94000"
"FR-1-H_24_30_1592",124,"18:15","FR_USCHB_94000",9,8,-3,1,1,1,0,0,36,28,"FR_USCHB_94000"
"FR-1-H_24_30_1592",125,"39:46","FR_FTHB_31000",16,22,-2,-6,-6,-8,0,-2,28,36,"FR_USCHB_94000"
"FR-1-H_24_30_1592",126,"52:08","FR_USCHB_94000",30,23,-1,7,7,8,0,1,36,28,"FR_USCHB_94000"
"FR-1-H_24_30_1593",127,"16:09","FR_USIHB_94200",7,10,-4,-3,-3,-4,0,-1,28,32,"FR_MHB_34000"
"FR-1-H_24_30_1593",128,"23:09","FR_MHB_34000",14,11,-1,3,3,4,0,1,32,28,"FR_MHB_34000"
"FR-1-H_24_30_1593",129,"41:44","FR_USIHB_94200",18,23,-1,-5,-5,-3,0,2,28,32,"FR_MHB_34000"
"FR-1-H_24_30_1593",130,"46:28","FR_MHB_34000",23,20,-2,3,3,3,0,0,32,28,"FR_MHB_34000"
"FR-1-H_24_30_1593",131,"46:35","FR_USIHB_94200",20,23,0,-3,-3,-5,0,-2,28,32,"FR_MHB_34000"
"FR-1-H_24_30_1594",132,"07:28","FR_PAUC_13100",1,5,-1,-4,-4,-4,0,0,17,34,"FR_HBCN_44200"
"FR-1-H_24_30_1594",133,"27:41","FR_HBCN_44200",16,6,-1,10,10,11,0,1,34,17,"FR_HBCN_44200"
"FR-1-H_24_30_1594",134,"52:57","FR_HBCN_44200",32,14,-1,18,18,18,0,0,34,17,"FR_HBCN_44200"
"FR-1-H_24_30_1595",135,"10:06","FR_CRMHB_35510",4,5,1,-1,-1,1,0,2,30,28,"FR_CRMHB_35510"
"FR-1-H_24_30_1595",136,"12:33","FR_CRMHB_35510",7,6,2,1,1,2,0,1,30,28,"FR_CRMHB_35510"
"FR-1-H_24_30_1595",137,"39:16","FR_CRMHB_35510",20,17,1,3,3,4,0,1,30,28,"FR_CRMHB_35510"
"FR-1-H_24_30_1595",138,"47:15","FR_CRMHB_35510",23,21,-1,2,2,2,0,0,30,28,"FR_CRMHB_35510"
"FR-1-H_24_30_1597",139,"04:35","FR_BHBPP_64140",0,4,-4,-4,-4,-3,0,1,20,29,"FR_TFHB_93290"
"FR-1-H_24_30_1597",140,"11:47","FR_TFHB_93290",6,5,-4,1,1,2,0,1,29,20,"FR_TFHB_93290"
"FR-1-H_24_30_1597",141,"39:13","FR_BHBPP_64140",12,22,-1,-10,-10,-8,0,2,20,29,"FR_TFHB_93290"
"FR-1-H_24_30_1597",142,"48:38","FR_TFHB_93290",24,16,-2,8,8,8,0,0,29,20,"FR_TFHB_93290"
"FR-1-H_24_30_1597",143,"58:53","FR_TFHB_93290",28,20,-1,8,8,9,0,1,29,20,"FR_TFHB_93290"
"FR-1-H_24_30_1597",144,"59:32","FR_BHBPP_64140",20,29,-1,-9,-9,-9,0,0,20,29,"FR_TFHB_93290"
"FR-1-H_24_31_1598",145,"23:45","FR_BHBPP_64140",6,9,-1,-3,-3,-4,0,-1,20,29,"FR_HBCN_44200"
"FR-1-H_24_31_1598",146,"43:49","FR_HBCN_44200",20,15,-1,5,5,4,0,-1,29,20,"FR_HBCN_44200"
"FR-1-H_24_31_1598",147,"55:11","FR_BHBPP_64140",20,27,-1,-7,-7,-9,0,-2,20,29,"FR_HBCN_44200"
"FR-1-H_24_31_1599",148,"10:00","FR_CSMBHB_73000",3,7,-5,-4,-4,-4,0,0,29,29,"Egalité"
"FR-1-H_24_31_1599",149,"16:06","FR_CSMBHB_73000",5,11,-2,-6,-6,-3,0,3,29,29,"Egalité"
"FR-1-H_24_31_1599",150,"28:27","FR_USCHB_94000",13,12,-2,1,1,1,0,0,29,29,"Egalité"
"FR-1-H_24_31_1599",151,"43:57","FR_USCHB_94000",20,21,-2,-1,-1,-1,0,0,29,29,"Egalité"
"FR-1-H_24_31_1599",152,"57:55","FR_USCHB_94000",27,29,-2,-2,-2,-1,0,1,29,29,"Egalité"
"FR-1-H_24_31_1599",153,"58:16","FR_CSMBHB_73000",29,28,-1,1,1,0,0,-1,29,29,"Egalité"
"FR-1-H_24_31_1600",154,"23:59","FR_USIHB_94200",15,13,-2,2,2,2,0,0,29,29,"Egalité"
"FR-1-H_24_31_1600",155,"54:00","FR_USIHB_94200",26,26,-1,0,0,0,0,0,29,29,"Egalité"
"FR-1-H_24_31_1600",156,"57:39","FR_USIHB_94200",28,28,1,0,0,0,0,0,29,29,"Egalité"
"FR-1-H_24_31_1601",157,"11:19","FR_MHB_34000",3,7,-5,-4,-4,-3,0,1,26,26,"Egalité"
"FR-1-H_24_31_1601",158,"21:54","FR_DHBGL_59140",9,10,-4,-1,-1,2,0,3,26,26,"Egalité"
"FR-1-H_24_31_1601",159,"35:15","FR_MHB_34000",14,18,-3,-4,-4,-2,0,2,26,26,"Egalité"
"FR-1-H_24_31_1601",160,"48:38","FR_DHBGL_59140",22,22,-2,0,0,-1,0,-1,26,26,"Egalité"
"FR-1-H_24_31_1601",161,"59:06","FR_DHBGL_59140",26,26,2,0,0,0,0,0,26,26,"Egalité"
"FR-1-H_24_31_1601",162,"59:46","FR_MHB_34000",26,26,0,0,0,0,0,0,26,26,"Egalité"
"FR-1-H_24_31_1602",163,"11:50","FR_SAHB_80262",4,7,-5,-3,-3,-4,0,-1,27,42,"FR_PSGHB_75016"
"FR-1-H_24_31_1602",164,"36:36","FR_SAHB_80262",17,24,-1,-7,-7,-7,0,0,27,42,"FR_PSGHB_75016"
"FR-1-H_24_31_1602",165,"43:51","FR_SAHB_80262",20,31,-4,-11,-11,-12,0,-1,27,42,"FR_PSGHB_75016"
"FR-1-H_24_31_1603",166,"10:30","FR_CRMHB_35510",3,6,-2,-3,-3,0,0,3,26,29,"FR_FTHB_31000"
"FR-1-H_24_31_1603",167,"14:02","FR_FTHB_31000",6,6,-3,0,0,0,0,0,29,26,"FR_FTHB_31000"
"FR-1-H_24_31_1603",168,"39:11","FR_FTHB_31000",16,19,-3,-3,-3,0,0,3,29,26,"FR_FTHB_31000"
"FR-1-H_24_31_1603",169,"42:50","FR_CRMHB_35510",20,20,-3,0,0,-2,0,-2,26,29,"FR_FTHB_31000"
"FR-1-H_24_31_1603",170,"53:43","FR_CRMHB_35510",24,27,-2,-3,-3,-3,0,0,26,29,"FR_FTHB_31000"
"FR-1-H_24_31_1604",171,"16:22","FR_PAUC_13100",5,9,-3,-4,-4,-4,0,0,28,33,"FR_TFHB_93290"
"FR-1-H_24_31_1604",172,"24:15","FR_TFHB_93290",12,9,-1,3,3,1,0,-2,33,28,"FR_TFHB_93290"
"FR-1-H_24_31_1604",173,"45:21","FR_PAUC_13100",19,21,1,-2,-2,-7,0,-5,28,33,"FR_TFHB_93290"
"FR-1-H_24_31_1604",174,"48:31","FR_PAUC_13100",21,28,-2,-7,-7,-5,0,2,28,33,"FR_TFHB_93290"
"FR-1-H_24_31_1604",175,"54:49","FR_TFHB_93290",29,23,1,6,6,5,0,-1,33,28,"FR_TFHB_93290"
"FR-1-H_24_32_1605",176,"16:19","FR_BHBPP_64140",8,10,-1,-2,-2,-5,0,-3,29,37,"FR_PAUC_13100"
"FR-1-H_24_32_1605",177,"21:51","FR_BHBPP_64140",10,16,-2,-6,-6,-5,0,1,29,37,"FR_PAUC_13100"
"FR-1-H_24_32_1605",178,"25:52","FR_PAUC_13100",17,12,-1,5,5,4,0,-1,37,29,"FR_PAUC_13100"
"FR-1-H_24_32_1605",179,"54:20","FR_PAUC_13100",34,27,-1,7,7,9,0,2,37,29,"FR_PAUC_13100"
"FR-1-H_24_32_1606",180,"20:34","FR_TFHB_93290",6,8,-1,-2,-2,-2,0,0,25,28,"FR_CRMHB_35510"
"FR-1-H_24_32_1606",181,"27:02","FR_CRMHB_35510",10,8,-1,2,2,3,0,1,28,25,"FR_CRMHB_35510"
"FR-1-H_24_32_1606",182,"40:19","FR_CRMHB_35510",16,14,-2,2,2,3,0,1,28,25,"FR_CRMHB_35510"
"FR-1-H_24_32_1606",183,"51:53","FR_TFHB_93290",22,24,-3,-2,-2,-4,0,-2,25,28,"FR_CRMHB_35510"
"FR-1-H_24_32_1606",184,"56:02","FR_TFHB_93290",23,27,-2,-4,-4,-3,0,1,25,28,"FR_CRMHB_35510"
"FR-1-H_24_32_1607",185,"06:01","FR_FTHB_31000",1,3,-1,-2,-2,-2,0,0,24,34,"FR_CSMBHB_73000"
"FR-1-H_24_32_1607",186,"15:11","FR_CSMBHB_73000",7,7,-2,0,0,2,0,2,34,24,"FR_CSMBHB_73000"
"FR-1-H_24_32_1607",187,"33:08","FR_FTHB_31000",13,20,-3,-7,-7,-7,0,0,24,34,"FR_CSMBHB_73000"
"FR-1-H_24_32_1608",188,"17:30","FR_DHBGL_59140",8,12,-2,-4,-4,-5,0,-1,30,36,"FR_PSGHB_75016"
"FR-1-H_24_32_1608",189,"26:13","FR_PSGHB_75016",18,14,-2,4,4,4,0,0,36,30,"FR_PSGHB_75016"
"FR-1-H_24_32_1608",190,"45:30","FR_DHBGL_59140",24,28,-2,-4,-4,-5,0,-1,30,36,"FR_PSGHB_75016"
"FR-1-H_24_32_1608",191,"55:29","FR_DHBGL_59140",28,35,-1,-7,-7,-6,0,1,30,36,"FR_PSGHB_75016"
"FR-1-H_24_32_1609",192,"11:17","FR_USIHB_94200",3,6,-1,-3,-3,-4,0,-1,22,27,"FR_HBCN_44200"
"FR-1-H_24_32_1609",193,"20:44","FR_HBCN_44200",8,6,-2,2,2,3,0,1,27,22,"FR_HBCN_44200"
"FR-1-H_24_32_1609",194,"43:18","FR_USIHB_94200",15,20,-2,-5,-5,-4,0,1,22,27,"FR_HBCN_44200"
"FR-1-H_24_32_1610",195,"19:55","FR_USCHB_94000",5,10,-2,-5,-5,-5,0,0,26,32,"FR_SRVHB_83700"
"FR-1-H_24_32_1610",196,"46:28","FR_USCHB_94000",16,25,-2,-9,-9,-8,0,1,26,32,"FR_SRVHB_83700"
"FR-1-H_24_33_1612",197,"04:45","FR_BHBPP_64140",0,4,-4,-4,-4,-4,0,0,26,27,"FR_CRMHB_35510"
"FR-1-H_24_33_1612",198,"14:45","FR_CRMHB_35510",9,7,-3,2,2,2,0,0,27,26,"FR_CRMHB_35510"
"FR-1-H_24_33_1612",199,"34:54","FR_BHBPP_64140",12,19,-3,-7,-7,-7,0,0,26,27,"FR_CRMHB_35510"
"FR-1-H_24_33_1612",200,"49:11","FR_CRMHB_35510",24,19,-2,5,5,4,0,-1,27,26,"FR_CRMHB_35510"
