"ID_DOMINATION","CD_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","CLUB_DOMINANT","DEBUT_DOMINATION","FIN_DOMINATION","SCORE_DOM_AV","SCORE_EXT_AV","SCORE_DOM_AP","SCORE_EXT_AP","ACTION_CREATRICE","NB_TIR_DOM","NB_TIR_EXT","NB_ARRET_DOM","NB_ARRET_EXT","NB_ACTION_DEF","NB_TIR_DIFF","ECART_AV","ECART_AP","ECART_CREE","DUREE"
"FR-1-H_32_27_5674_12","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_CCMHB_28000",42:03:00,43:12:00,24,17,24,19,NA,0,2,0,0,2,0,-7,-5,2,4140
"FR-1-H_32_27_5674_13","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",48:33:00,52:56:00,26,21,30,21,NA,5,1,2,0,5,1,5,9,4,15780
"FR-1-H_32_27_5674_14","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_CCMHB_28000",52:56:00,56:14:00,30,21,30,23,NA,0,2,1,1,4,0,-9,-7,2,11880
"FR-1-H_32_27_5674_2","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_CCMHB_28000",07:16:00,09:49:00,4,4,4,7,NA,0,3,0,1,4,1,0,3,3,9180
"FR-1-H_32_27_5674_3","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_CCMHB_28000",10:55:00,12:12:00,5,7,5,9,NA,0,1,0,0,1,0,2,4,2,4620
"FR-1-H_32_27_5674_4","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",12:12:00,18:36:00,5,9,9,9,NA,4,0,2,0,9,0,-4,0,4,23040
"FR-1-H_32_27_5674_5","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",19:00:00,21:59:00,9,10,12,10,NA,2,0,0,0,2,0,-1,2,3,10740
"FR-1-H_32_27_5674_6","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_CCMHB_28000",21:59:00,26:24:00,12,10,12,12,NA,0,2,0,3,10,0,-2,0,2,15900
"FR-1-H_32_27_5674_7","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",26:24:00,27:10:00,12,12,14,12,NA,1,0,0,0,0,0,0,2,2,2760
"FR-1-H_32_27_5674_8","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",29:39:00,31:08:00,15,14,17,14,NA,1,0,1,0,3,0,1,3,2,5340
"FR-1-H_32_27_5674_9","FR-1-H_32_27_5674","FR_USCHB_94000","FR_CCMHB_28000","FR_USCHB_94000",31:57:00,37:34:00,17,15,22,15,NA,5,0,1,0,5,1,2,7,5,20220
"FR-1-H_32_27_5675_1","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",04:09:00,07:55:00,2,2,2,4,NA,1,1,0,1,7,1,0,2,2,13560
"FR-1-H_32_27_5675_10","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",53:23:00,59:36:00,21,25,21,27,NA,1,3,3,3,12,1,4,6,2,22380
"FR-1-H_32_27_5675_2","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_IPHB_13806",08:28:00,11:30:00,3,5,7,5,NA,3,1,0,0,3,2,-2,2,4,10920
"FR-1-H_32_27_5675_3","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",11:30:00,15:22:00,7,5,7,9,NA,0,4,0,0,5,3,-2,2,4,13920
"FR-1-H_32_27_5675_4","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_IPHB_13806",16:41:00,18:57:00,8,10,10,10,NA,2,0,1,0,2,1,-2,0,2,8160
"FR-1-H_32_27_5675_5","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",18:57:00,20:30:00,10,10,10,12,NA,0,2,0,0,2,0,0,2,2,5580
"FR-1-H_32_27_5675_6","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",20:57:00,25:58:00,11,12,11,15,NA,1,2,0,2,11,0,1,4,3,18060
"FR-1-H_32_27_5675_7","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_IPHB_13806",25:58:00,32:59:00,11,15,15,16,NA,3,2,2,1,11,1,-4,-1,3,25260
"FR-1-H_32_27_5675_8","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_IPHB_13806",36:12:00,39:49:00,15,17,17,17,NA,1,0,0,0,7,0,-2,0,2,13020
"FR-1-H_32_27_5675_9","FR-1-H_32_27_5675","FR_IPHB_13806","FR_PAUC_13100","FR_PAUC_13100",39:49:00,47:11:00,17,17,17,22,NA,0,4,0,2,11,2,0,5,5,26520
"FR-1-H_32_27_5676_1","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_DHBGL_59140",04:22:00,10:09:00,1,0,1,4,NA,1,5,0,1,5,1,-1,3,4,20820
"FR-1-H_32_27_5676_2","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_USIHB_94200",10:09:00,19:42:00,1,4,4,4,NA,6,1,3,3,20,1,-3,0,3,34380
"FR-1-H_32_27_5676_3","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_DHBGL_59140",19:42:00,22:04:00,4,4,4,6,NA,0,2,0,1,4,2,0,2,2,8520
"FR-1-H_32_27_5676_4","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_USIHB_94200",31:17:00,34:04:00,7,9,10,9,NA,2,0,0,0,2,0,-2,1,3,10020
"FR-1-H_32_27_5676_5","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_USIHB_94200",39:03:00,41:34:00,13,13,15,13,NA,2,0,1,1,6,0,0,2,2,9060
"FR-1-H_32_27_5676_6","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_USIHB_94200",44:44:00,46:27:00,15,14,17,14,NA,2,0,1,0,2,0,1,3,2,6180
"FR-1-H_32_27_5676_7","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_DHBGL_59140",46:27:00,48:23:00,17,14,17,16,NA,0,2,0,0,3,1,-3,-1,2,6960
"FR-1-H_32_27_5676_8","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_DHBGL_59140",49:16:00,53:31:00,18,16,18,20,NA,0,2,0,0,4,0,-2,2,4,15300
"FR-1-H_32_27_5676_9","FR-1-H_32_27_5676","FR_USIHB_94200","FR_DHBGL_59140","FR_DHBGL_59140",54:57:00,58:15:00,19,20,19,22,NA,0,1,1,2,5,1,1,3,2,11880
"FR-1-H_32_27_5677_1","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",01:18:00,02:25:00,0,0,2,0,NA,2,0,0,0,1,0,0,2,2,4020
"FR-1-H_32_27_5677_10","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",43:46:00,46:14:00,19,21,22,21,NA,4,0,2,1,7,1,-2,1,3,8880
"FR-1-H_32_27_5677_11","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",46:14:00,49:01:00,22,21,22,23,NA,1,2,0,0,1,0,-1,1,2,10020
"FR-1-H_32_27_5677_12","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",50:27:00,54:46:00,23,24,26,24,NA,3,0,1,0,5,0,-1,2,3,15540
"FR-1-H_32_27_5677_13","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",58:21:00,59:46:00,29,27,31,28,NA,1,1,1,0,3,0,2,3,1,5100
"FR-1-H_32_27_5677_2","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",02:25:00,03:19:00,2,0,2,2,NA,0,2,0,1,1,2,-2,0,2,3240
"FR-1-H_32_27_5677_3","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",07:01:00,09:41:00,5,4,5,6,NA,0,2,0,1,4,2,-1,1,2,9600
"FR-1-H_32_27_5677_4","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",10:05:00,12:30:00,6,6,6,8,NA,0,2,0,1,3,0,0,2,2,8700
"FR-1-H_32_27_5677_5","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",12:30:00,20:45:00,6,8,10,8,NA,2,0,1,3,18,0,-2,2,4,29700
"FR-1-H_32_27_5677_6","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",27:25:00,29:53:00,13,12,15,12,NA,2,0,0,1,3,0,1,3,2,8880
"FR-1-H_32_27_5677_7","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",29:53:00,33:54:00,15,12,15,15,NA,1,3,0,1,8,0,-3,0,3,14460
"FR-1-H_32_27_5677_8","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_HBCN_44200",35:55:00,38:42:00,16,16,19,16,NA,3,0,0,0,4,1,0,3,3,10020
"FR-1-H_32_27_5677_9","FR-1-H_32_27_5677","FR_HBCN_44200","FR_FTHB_31000","FR_FTHB_31000",38:42:00,43:46:00,19,16,19,21,NA,1,3,0,0,9,2,-3,2,5,18240
"FR-1-H_32_27_5678_1","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",02:40:00,06:20:00,1,0,1,4,NA,0,4,0,1,5,1,-1,3,4,13200
"FR-1-H_32_27_5678_10","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",40:36:00,43:13:00,17,19,20,19,NA,2,1,1,0,5,1,-2,1,3,9420
"FR-1-H_32_27_5678_11","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",47:08:00,50:33:00,21,20,21,22,NA,0,2,0,2,8,0,-1,1,2,12300
"FR-1-H_32_27_5678_12","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",50:33:00,00:16:00,21,22,6,10,NA,6,4,1,3,16,1,-1,-4,-3,-181020
"FR-1-H_32_27_5678_2","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",07:53:00,08:46:00,2,4,2,6,NA,0,2,0,0,2,0,2,4,2,3180
"FR-1-H_32_27_5678_3","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",11:56:00,13:49:00,4,8,6,8,NA,2,0,1,0,4,0,-4,-2,2,6780
"FR-1-H_32_27_5678_4","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",13:49:00,18:00:00,6,8,6,11,NA,0,3,1,1,6,0,2,5,3,15060
"FR-1-H_32_27_5678_5","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",20:20:00,24:20:00,7,12,9,12,NA,2,1,2,1,9,0,-5,-3,2,14400
"FR-1-H_32_27_5678_6","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",24:20:00,26:42:00,9,12,9,14,NA,1,3,0,1,2,0,3,5,2,8520
"FR-1-H_32_27_5678_7","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",26:42:00,30:55:00,9,14,12,14,NA,3,0,3,0,9,0,-5,-2,3,15180
"FR-1-H_32_27_5678_8","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_MHB_34000",34:39:00,36:04:00,14,16,14,18,NA,0,1,0,0,2,1,2,4,2,5100
"FR-1-H_32_27_5678_9","FR-1-H_32_27_5678","FR_USAMNG_30918","FR_MHB_34000","FR_USAMNG_30918",36:04:00,39:55:00,14,18,17,18,NA,3,1,0,1,6,0,-4,-1,3,13860
"FR-1-H_32_27_5679_1","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",00:46:00,03:57:00,1,0,1,3,NA,2,3,0,0,1,0,-1,2,3,11460
"FR-1-H_32_27_5679_10","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_SRVHB_83700",43:33:00,46:34:00,14,31,16,31,NA,3,0,2,1,3,1,-17,-15,2,10860
"FR-1-H_32_27_5679_11","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",50:26:00,52:10:00,18,33,18,35,NA,1,2,0,1,2,2,15,17,2,6240
"FR-1-H_32_27_5679_12","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_SRVHB_83700",52:10:00,54:20:00,18,35,20,35,NA,2,0,0,0,1,1,-17,-15,2,7800
"FR-1-H_32_27_5679_13","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_SRVHB_83700",54:50:00,56:55:00,20,36,22,36,NA,2,0,1,1,3,0,-16,-14,2,7500
"FR-1-H_32_27_5679_2","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",08:24:00,10:05:00,4,5,4,8,NA,1,3,0,0,2,1,1,4,3,6060
"FR-1-H_32_27_5679_3","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",15:10:00,17:11:00,7,10,7,13,NA,1,3,1,0,3,0,3,6,3,7260
"FR-1-H_32_27_5679_4","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",18:29:00,21:00:00,8,13,8,15,NA,0,2,0,0,4,2,5,7,2,9060
"FR-1-H_32_27_5679_5","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",21:12:00,29:13:00,9,15,9,21,NA,2,7,0,2,10,1,6,12,6,28860
"FR-1-H_32_27_5679_6","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",29:18:00,33:16:00,10,21,10,24,NA,1,4,1,3,6,0,11,14,3,14280
"FR-1-H_32_27_5679_7","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",33:57:00,35:58:00,11,24,11,26,NA,1,3,0,1,2,1,13,15,2,7260
"FR-1-H_32_27_5679_8","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",38:44:00,40:29:00,13,27,13,29,NA,0,2,0,0,2,0,14,16,2,6300
"FR-1-H_32_27_5679_9","FR-1-H_32_27_5679","FR_SRVHB_83700","FR_PSGHB_75016","FR_PSGHB_75016",41:00:00,43:33:00,14,29,14,31,NA,1,3,2,1,6,0,15,17,2,9180
"FR-1-H_32_28_5680_1","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",02:01:00,04:28:00,0,1,2,1,NA,2,0,0,0,6,1,-1,1,2,8820
"FR-1-H_32_28_5680_10","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",41:29:00,46:24:00,21,23,23,23,NA,2,0,3,1,11,1,-2,0,2,17700
"FR-1-H_32_28_5680_11","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",47:24:00,50:02:00,23,24,25,24,NA,2,0,1,0,5,1,-1,1,2,9480
"FR-1-H_32_28_5680_12","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",50:02:00,52:00:00,25,24,25,27,NA,0,3,0,1,3,2,-1,2,3,7080
"FR-1-H_32_28_5680_13","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",52:00:00,57:04:00,25,27,27,27,NA,3,0,3,1,13,0,-2,0,2,18240
"FR-1-H_32_28_5680_14","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",57:52:00,59:58:00,27,28,29,28,NA,2,0,1,0,2,1,-1,1,2,7560
"FR-1-H_32_28_5680_2","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",05:07:00,08:49:00,2,2,6,2,NA,2,0,1,0,6,1,0,4,4,13320
"FR-1-H_32_28_5680_3","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",18:55:00,21:26:00,11,7,11,10,NA,0,3,0,1,4,1,-4,-1,3,9060
"FR-1-H_32_28_5680_4","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",22:52:00,24:35:00,13,11,13,13,NA,1,2,0,0,2,1,-2,0,2,6180
"FR-1-H_32_28_5680_5","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",24:35:00,27:34:00,13,13,15,13,NA,2,0,1,0,2,1,0,2,2,10740
"FR-1-H_32_28_5680_6","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",29:00:00,30:39:00,16,14,16,16,NA,0,3,0,1,2,1,-2,0,2,5940
"FR-1-H_32_28_5680_7","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_PAUC_13100",30:39:00,35:06:00,16,16,20,16,NA,3,0,3,0,7,2,0,4,4,16020
"FR-1-H_32_28_5680_8","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",35:06:00,38:26:00,20,16,20,20,NA,0,5,0,1,2,0,-4,0,4,12000
"FR-1-H_32_28_5680_9","FR-1-H_32_28_5680","FR_PAUC_13100","FR_CSMBHB_73000","FR_CSMBHB_73000",38:49:00,41:29:00,21,20,21,23,NA,0,3,0,2,3,2,-1,2,3,9600
"FR-1-H_32_28_5681_1","FR-1-H_32_28_5681","FR_CCMHB_28000","FR_CRMHB_35510","FR_CRMHB_35510",00:00:00,02:17:00,0,0,0,2,NA,0,2,0,1,3,1,0,2,2,8220
"FR-1-H_32_28_5681_10","FR-1-H_32_28_5681","FR_CCMHB_28000","FR_CRMHB_35510","FR_CRMHB_35510",36:11:00,40:50:00,14,16,14,21,NA,0,7,0,0,5,2,2,7,5,16740
"FR-1-H_32_28_5681_11","FR-1-H_32_28_5681","FR_CCMHB_28000","FR_CRMHB_35510","FR_CCMHB_28000",43:08:00,45:35:00,15,22,17,22,NA,2,0,1,0,3,1,-7,-5,2,8820
"FR-1-H_32_28_5681_12","FR-1-H_32_28_5681","FR_CCMHB_28000","FR_CRMHB_35510","FR_CRMHB_35510",45:35:00,46:39:00,17,22,17,24,NA,1,1,0,0,0,1,5,7,2,3840
"FR-1-H_32_28_5681_13","FR-1-H_32_28_5681","FR_CCMHB_28000","FR_CRMHB_35510","FR_CCMHB_28000",47:34:00,49:13:00,18,25,20,25,NA,2,1,0,0,0,1,-7,-5,2,5940
