X_DEPART;Y_DEPART;X_ARRIVEE;Y_ARRIVEE;LB_RESULTAT_DETAIL;ZONE_PASSEUR;ZONE_RECEPTEUR
0.87;0.49;0.48;0.54;NEUTRALISATION;Arrière droite;Avant centre
0.46;0.43;0.52;0.33;BUT;Arrière centre;Arrière centre
0.39;0.54;0.18;0.47;NEUTRALISATION;Avant centre;Arrière gauche
0.5;0.56;0.02;0.42;NEUTRALISATION;Avant centre;Arrière gauche
0.62;0.47;0.53;0.33;POTEAU;Arrière centre;Arrière centre
0.48;0.52;0.22;0.52;NEUTRALISATION;Avant centre;Avant gauche
0.31;0.45;0.21;0.51;ARRÊT;Arrière gauche;Avant gauche
0.49;0.5;0.22;0.54;BUT;Avant centre;Avant gauche
0.73;0.5;0.51;0.55;NEUTRALISATION;Avant centre;Avant centre
0.83;0.52;0.01;0.4;BALLON SORTI;Avant droite;Arrière gauche
0.3;0.58;0.72;0.55;ARRÊT;Avant centre;Avant centre
0.28;0.42;0.54;0.53;BUT;Arrière gauche;Avant centre
0.47;0.52;0.22;0.44;BUT;Avant centre;Arrière gauche
0.38;0.53;0.15;0.47;NEUTRALISATION;Avant centre;Arrière gauche
0.66;0.49;0.9;0.36;NEUTRALISATION;Arrière droite;Arrière droite
0.34;0.47;0.49;0.35;POTEAU;Arrière centre;Arrière centre
0.37;0.55;0.15;0.45;BUT;Avant centre;Arrière gauche
0.46;0.42;0.54;0.34;NEUTRALISATION;Arrière centre;Arrière centre
0.58;0.47;0.28;0.58;BUT;Arrière centre;Avant centre
0.57;0.49;0.48;0.33;2 MINUTES;Arrière centre;Arrière centre
0.79;0.49;0.02;0.52;BALLON SORTI;Arrière droite;Avant gauche
0.52;0.58;0.84;0.5;2 MINUTES;Avant centre;Avant droite
0.64;0.48;0.34;0.56;BUT;Arrière centre;Avant centre
0.5;0.54;0.14;0.44;BUT;Avant centre;Arrière gauche
0.5;0.51;0.25;0.49;ARRÊT;Avant centre;Arrière gauche
0.53;0.84;0.18;0.44;BUT;Avant centre;Arrière gauche
0.62;0.55;0.18;0.43;ARRÊT;Avant centre;Arrière gauche
0.05;0.34;0.08;0.47;ARRÊT;Arrière gauche;Arrière gauche
0.5;0.54;0.11;0.45;ARRÊT;Avant centre;Arrière gauche
0.49;0.54;0.85;0.47;PASSAGE EN FORCE;Avant centre;Arrière droite
0.58;0.5;0.49;0.37;2 MINUTES;Avant centre;Arrière centre
0.1;0.3;0.34;0.46;BUT;Arrière gauche;Arrière centre
0.27;0.41;0.4;0.49;POTEAU;Arrière gauche;Arrière centre
0.85;0.45;0.54;0.52;NEUTRALISATION;Arrière droite;Avant centre
0.92;0.5;0.53;0.55;NEUTRALISATION;Avant droite;Avant centre
0.11;0.44;0.47;0.55;NEUTRALISATION;Arrière gauche;Avant centre
0.17;0.48;0.99;0.06;ARRÊT;Arrière gauche;Arrière droite
0.88;0.52;0.48;0.6;NEUTRALISATION;Avant droite;Avant centre
0.51;0.61;0.89;0.57;ARRÊT;Avant centre;Avant droite
0.89;0.39;0.92;0.03;HORS CADRE;Arrière droite;Arrière droite
0.82;0.31;0.93;0.05;ARRÊT;Arrière droite;Arrière droite
0.5;0.81;0.64;0.6;BUT;Avant centre;Avant centre
0.8;0.33;0.9;0.05;BUT;Arrière droite;Arrière droite
0.4;0.42;0.34;0.31;POTEAU;Arrière centre;Arrière centre
0.68;0.6;0.44;0.51;BUT;Avant centre;Avant centre
0.8;0.35;0.9;0.04;ARRÊT;Arrière droite;Arrière droite
0.2;0.36;0.11;0.04;HORS CADRE;Arrière gauche;Arrière gauche
0.35;0.5;0.35;0.32;ARRÊT;Avant centre;Arrière centre
0.8;0.81;0.28;0.71;BUT;Avant droite;Avant centre
0.16;0.3;0.12;0.05;BUT;Arrière gauche;Arrière gauche
0.65;0.6;0.27;0.59;BUT;Avant centre;Avant centre
0.53;0.6;0.93;0.59;ARRÊT;Avant centre;Avant droite
0.51;0.54;0.38;0.58;ARRÊT;Avant centre;Avant centre
0.69;0.54;0.98;0.48;ARRÊT;Avant centre;Arrière droite
0.79;0.33;0.43;0.33;BUT;Arrière droite;Arrière centre
0.52;0.41;0.9;0.03;ARRÊT;Arrière centre;Arrière droite
0.72;0.54;0.12;0.04;POTEAU;Avant centre;Arrière gauche
0.51;0.95;0.85;0.72;BUT;Avant centre;Avant droite
0.28;0.39;0.34;0.52;TIR CONTRÉ;Arrière gauche;Avant centre
0.53;0.53;0.68;0.61;ARRÊT;Avant centre;Avant centre
0.53;0.57;0.23;0.54;TIR CONTRÉ;Avant centre;Avant gauche
0.29;0.46;0.5;0.47;BUT;Arrière gauche;Arrière centre
0.77;0.58;0.26;0.51;ARRÊT;Avant droite;Avant centre
0.24;0.84;0.26;0.7;BUT;Avant gauche;Avant centre
0.38;0.43;0.47;0.35;BUT;Arrière centre;Arrière centre
0.16;0.53;0.08;0.26;BUT;Avant gauche;Arrière gauche
0.19;0.37;0.06;0.22;BUT;Arrière gauche;Arrière gauche
0.86;0.36;0.92;0.04;ARRÊT;Arrière droite;Arrière droite
0.18;0.3;0.11;0.05;BUT;Arrière gauche;Arrière gauche
0.51;0.58;0.47;0.59;BUT;Avant centre;Avant centre
0.16;0.34;0.04;0.03;BUT;Arrière gauche;Arrière gauche
0.45;0.61;0.81;0.6;HORS CADRE;Avant centre;Avant droite
0.13;0.3;0.29;0.31;BUT;Arrière gauche;Arrière gauche
0.76;0.55;0.75;0.6;BUT;Avant droite;Avant droite
0.86;0.33;0.9;0.06;ARRÊT;Arrière droite;Arrière droite
0.53;0.59;0.92;0.57;BUT;Avant centre;Avant droite
0.53;0.5;0.54;0.57;BUT;Avant centre;Avant centre
0.79;0.52;0.52;0.57;BUT;Avant droite;Avant centre
0.2;0.6;0.5;0.61;HORS CADRE;Avant gauche;Avant centre
0.64;0.41;0.87;0.5;BUT;Arrière centre;Avant droite
0.28;0.53;0.78;0.59;ARRÊT;Avant centre;Avant droite
0.84;0.59;0.3;0.58;BUT;Avant droite;Avant centre
0.68;0.56;0.1;0.06;BUT;Avant centre;Arrière gauche
0.51;0.56;0.86;0.44;ARRÊT;Avant centre;Arrière droite
0.77;0.55;0.25;0.47;BUT;Avant droite;Arrière gauche
0.63;0.48;0.43;0.58;BUT;Arrière centre;Avant centre
0.28;0.39;0.46;0.53;POTEAU;Arrière gauche;Avant centre
0.5;0.6;0.92;0.05;BUT;Avant centre;Arrière droite
0.5;0.38;0.88;0.59;ARRÊT;Arrière centre;Avant droite
0.72;0.52;0.82;0.27;HORS CADRE;Avant centre;Arrière droite
0.81;0.42;0.91;0.04;BUT;Arrière droite;Arrière droite
0.66;0.55;0.64;0.34;BUT;Avant centre;Arrière centre
0.09;0.54;0.45;0.69;BUT;Avant gauche;Avant centre
0.82;0.4;0.9;0.04;ARRÊT;Arrière droite;Arrière droite
0.4;0.44;0.04;0.03;BUT;Arrière centre;Arrière gauche
0.54;0.56;0.15;0.54;ARRÊT;Avant centre;Avant gauche
0.17;0.25;0.08;0.06;ARRÊT;Arrière gauche;Arrière gauche
0.72;0.59;0.29;0.59;HORS CADRE;Avant centre;Avant centre
0.3;0.35;0.48;0.57;BUT;Arrière gauche;Avant centre
0.49;0.48;0.23;0.45;BUT;Arrière centre;Arrière gauche
0.14;0.39;0.12;0.02;ARRÊT;Arrière gauche;Arrière gauche
0.52;0.44;0.43;0.32;ARRÊT;Arrière centre;Arrière centre
0.74;0.48;0.8;0.57;ARRÊT;Arrière droite;Avant droite
0.28;0.36;0.52;0.59;BUT;Arrière gauche;Avant centre
0.15;0.31;0.08;0.06;ARRÊT;Arrière gauche;Arrière gauche
0.52;0.47;0.8;0.38;BUT;Arrière centre;Arrière droite
0.77;0.45;0.95;0.22;BUT;Arrière droite;Arrière droite
0.54;0.51;0.41;0.59;ARRÊT;Avant centre;Avant centre
0.86;0.29;0.92;0.04;ARRÊT;Arrière droite;Arrière droite
0.29;0.43;0.56;0.53;BUT;Arrière gauche;Avant centre
0.81;0.39;0.96;0.07;BUT;Arrière droite;Arrière droite
0.19;0.56;0.5;0.7;BUT;Avant gauche;Avant centre
0.79;0.36;0.96;0.04;BUT;Arrière droite;Arrière droite
0.51;0.82;0.5;0.69;BUT;Avant centre;Avant centre
0.54;0.81;0.5;0.83;BUT;Avant centre;Avant centre
0.38;0.47;0.67;0.6;ARRÊT;Arrière centre;Avant centre
0.58;0.46;0.51;0.34;BUT;Arrière centre;Arrière centre
0.72;0.51;0.4;0.23;BUT;Avant centre;Arrière centre
0.67;0.57;0.53;0.56;HORS CADRE;Avant centre;Avant centre
0.48;0.54;0.78;0.5;BUT;Avant centre;Avant droite
0.59;0.53;0.25;0.5;ARRÊT;Avant centre;Avant centre
0.67;0.41;0.49;0.34;BUT;Arrière droite;Arrière centre
0.17;0.45;0.51;0.51;ARRÊT;Arrière gauche;Avant centre
0.66;0.53;0.68;0.32;PASSE INCOMPLETE;Avant centre;Arrière droite
0.98;0.24;0.93;0.44;BUT;Arrière droite;Arrière droite
0.46;0.49;0.52;0.35;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.51;0.82;0.5;0.7;INTERCEPTION;Avant centre;Avant centre
0.3;0.48;0.42;0.32;BUT;Arrière gauche;Arrière centre
0.5;0.95;0.15;0.7;BUT;Avant centre;Avant gauche
0.59;0.5;0.4;0.33;INTERCEPTION;Avant centre;Arrière centre
0.62;0.83;0.2;0.7;BUT;Avant centre;Avant gauche
0.78;0.52;0.54;0.61;HORS CADRE;Avant droite;Avant centre
0.65;0.4;0.72;0.47;NEUTRALISATION;Arrière centre;Arrière droite
0.09;0.42;0.18;0.57;ARRÊT;Arrière gauche;Avant gauche
0.38;0.43;0.51;0.33;BUT;Arrière centre;Arrière centre
0.56;0.48;0.82;0.42;BUT;Arrière centre;Arrière droite
0.32;0.47;0.23;0.45;BUT;Arrière gauche;Arrière gauche
0.51;0.83;0.12;0.7;BUT;Avant centre;Avant gauche
0.5;0.56;0.15;0.54;NEUTRALISATION;Avant centre;Avant gauche
0.1;0.44;0.25;0.54;ARRÊT;Arrière gauche;Avant centre
0.43;0.49;0.98;0.07;BUT;Arrière centre;Arrière droite
0.34;0.46;0.62;0.52;ARRÊT;Arrière centre;Avant centre
0.76;0.7;0.5;0.46;POTEAU;Avant droite;Arrière centre
0.5;0.54;0.14;0.5;PASSE INCOMPLETE;Avant centre;Avant gauche
0.84;0.83;0.82;0.82;POTEAU;Avant droite;Avant droite
0.51;0.48;0.78;0.56;BUT;Arrière centre;Avant droite
0.28;0.36;0.05;0.03;ARRÊT;Arrière gauche;Arrière gauche
0.83;0.41;0.77;0.45;BUT;Arrière droite;Arrière droite
0.5;0.58;0.24;0.57;ARRÊT;Avant centre;Avant gauche
0.48;0.82;0.51;0.72;BUT;Avant centre;Avant centre
0.49;0.44;0.25;0.38;INTERCEPTION;Arrière centre;Arrière gauche
0.79;0.57;0.35;0.55;BUT;Avant droite;Avant centre
0.66;0.54;0.83;0.44;BUT;Avant centre;Arrière droite
0.43;0.47;0.25;0.45;NEUTRALISATION;Arrière centre;Arrière gauche
0.51;0.41;0.98;0.07;POTEAU;Arrière centre;Arrière droite
0.31;0.4;0.06;0.03;CARTON JAUNE;Arrière gauche;Arrière gauche
0.79;0.37;0.62;0.33;INTERCEPTION;Arrière droite;Arrière centre
0.49;0.51;0.71;0.5;ARRÊT;Avant centre;Avant centre
0.44;0.5;0.48;0.33;PASSE INCOMPLETE;Avant centre;Arrière centre
0.82;0.43;0.72;0.55;ARRÊT;Arrière droite;Avant centre
0.26;0.34;0.05;0.04;ARRÊT;Arrière gauche;Arrière gauche
0.38;0.4;0.45;0.53;ARRÊT;Arrière centre;Avant centre
0.28;0.45;0.3;0.54;BUT;Arrière gauche;Avant centre
0.12;0.15;0.21;0.4;BUT;Arrière gauche;Arrière gauche
0.5;0.46;0.94;0.14;BUT;Arrière centre;Arrière droite
0.48;0.49;0.47;0.34;BUT;Arrière centre;Arrière centre
0.9;0.49;0.51;0.7;BUT;Arrière droite;Avant centre
0.71;0.46;0.85;0.39;NEUTRALISATION;Arrière droite;Arrière droite
0.48;0.44;0.61;0.55;TIR CONTRÉ;Arrière centre;Avant centre
0.68;0.43;0.5;0.5;TIR CONTRÉ;Arrière droite;Avant centre
0.78;0.58;0.5;0.35;BUT;Avant droite;Arrière centre
0.4;0.44;0.5;0.34;BUT;Arrière centre;Arrière centre
0.59;0.47;0.79;0.39;BUT;Arrière centre;Arrière droite
0.58;0.48;0.8;0.47;PIED;Arrière centre;Arrière droite
0.52;0.43;0.4;0.35;NEUTRALISATION;Arrière centre;Arrière centre
0.51;0.52;0.18;0.53;TIR CONTRÉ;Avant centre;Avant gauche
0.18;0.47;0.37;0.31;PASSE INCOMPLETE;Arrière gauche;Arrière centre
0.52;0.6;0.56;0.47;ARRÊT;Avant centre;Arrière centre
0.51;0.95;0.51;0.57;BUT;Avant centre;Avant centre
0.62;0.52;0.51;0.34;BUT;Avant centre;Arrière centre
0.41;0.48;0.66;0.49;BUT;Arrière centre;Arrière droite
0.86;0.28;0.98;0.04;BUT;Arrière droite;Arrière droite
0.93;0.1;0.93;0.37;POTEAU;Arrière droite;Arrière droite
0.18;0.44;0.32;0.51;NEUTRALISATION;Arrière gauche;Avant centre
0.66;0.49;0.9;0.44;INTERCEPTION;Arrière droite;Arrière droite
0.68;0.42;0.76;0.48;BUT;Arrière droite;Arrière droite
0.84;0.31;0.99;0.05;ARRÊT;Arrière droite;Arrière droite
0.87;0.28;0.04;0.07;BUT;Arrière droite;Arrière gauche
0.44;0.42;0.41;0.51;TIR CONTRÉ;Arrière centre;Avant centre
0.35;0.41;0.44;0.33;BUT;Arrière centre;Arrière centre
0.56;0.44;0.78;0.48;BUT;Arrière centre;Arrière droite
0.5;0.49;0.26;0.47;BUT;Arrière centre;Arrière gauche
0.39;0.48;0.63;0.57;ARRÊT;Arrière centre;Avant centre
0.32;0.44;0.2;0.43;BUT;Arrière gauche;Arrière gauche
0.22;0.32;0.01;0.14;BALLON SORTI;Arrière gauche;Arrière gauche
0.72;0.43;0.52;0.44;BUT;Arrière droite;Arrière centre
0.51;0.48;0.73;0.46;ARRÊT;Arrière centre;Arrière droite
0.47;0.48;0.32;0.51;NEUTRALISATION;Arrière centre;Avant centre
0.51;0.47;0.29;0.46;NEUTRALISATION;Arrière centre;Arrière gauche
0.5;0.48;0.23;0.47;TIR CONTRÉ;Arrière centre;Arrière gauche
0.26;0.81;0.32;0.3;ARRÊT;Avant centre;Arrière gauche
0.79;0.37;0.99;0.05;BUT;Arrière droite;Arrière droite
0.24;0.5;0.62;0.51;NEUTRALISATION;Avant gauche;Avant centre
0.67;0.46;0.5;0.48;BUT;Arrière droite;Arrière centre
0.54;0.43;0.8;0.45;BUT;Arrière centre;Arrière droite
0.51;0.42;0.38;0.33;BUT;Arrière centre;Arrière centre
0.51;0.47;0.66;0.53;BUT;Arrière centre;Avant centre
0.3;0.47;0.18;0.53;POTEAU;Arrière gauche;Avant gauche
0.45;0.47;0.28;0.47;BUT;Arrière centre;Arrière gauche
0.66;0.37;0.5;0.34;BUT;Arrière droite;Arrière centre
0.78;0.42;0.52;0.54;BUT;Arrière droite;Avant centre
0.72;0.45;0.48;0.57;BUT;Arrière droite;Avant centre
0.72;0.45;0.84;0.51;2 MINUTES;Arrière droite;Avant droite
0.52;0.49;0.82;0.46;PASSAGE EN FORCE;Arrière centre;Arrière droite
0.41;0.47;0.46;0.33;ARRÊT;Arrière centre;Arrière centre
0.55;0.48;0.43;0.39;BUT;Arrière centre;Arrière centre
0.24;0.41;0.05;0.02;NEUTRALISATION;Arrière gauche;Arrière gauche
0.2;0.41;0.14;0.5;HORS CADRE;Arrière gauche;Avant gauche
0.51;0.71;0.86;0.49;BUT;Avant centre;Arrière droite
0.41;0.5;0.66;0.6;NEUTRALISATION;Avant centre;Avant centre
0.48;0.55;0.18;0.47;ARRÊT;Avant centre;Arrière gauche
0.17;0.29;0.1;0.03;BUT;Arrière gauche;Arrière gauche
0.64;0.43;0.73;0.61;ARRÊT;Arrière centre;Avant centre
0.92;0.43;0.53;0.55;NEUTRALISATION;Arrière droite;Avant centre
0.21;0.34;0.06;0.04;POTEAU;Arrière gauche;Arrière gauche
0.69;0.42;0.7;0.52;BUT;Arrière droite;Avant centre
0.42;0.46;0.53;0.34;BUT;Arrière centre;Arrière centre
0.8;0.43;0.98;0.04;ARRÊT;Arrière droite;Arrière droite
0.58;0.48;0.48;0.31;ARRÊT;Arrière centre;Arrière centre
0.17;0.58;0.7;0.6;NEUTRALISATION;Avant gauche;Avant centre
0.2;0.51;0.62;0.61;BUT;Avant gauche;Avant centre
0.4;0.46;0.38;0.58;BUT;Arrière centre;Avant centre
0.76;0.61;0.4;0.58;NEUTRALISATION;Avant droite;Avant centre
0.35;0.4;0.56;0.35;BUT;Arrière centre;Arrière centre
0.53;0.57;0.2;0.49;BUT;Avant centre;Arrière gauche
0.63;0.46;0.52;0.3;POTEAU;Arrière centre;Arrière centre
0.51;0.82;0.07;0.02;BALLON SORTI;Avant centre;Arrière gauche
0.7;0.54;0.44;0.57;ARRÊT;Avant centre;Avant centre
0.51;0.45;0.46;0.33;BUT;Arrière centre;Arrière centre
0.4;0.43;0.57;0.54;BUT;Arrière centre;Avant centre
0.54;0.54;0.54;0.22;PASSE INCOMPLETE;Avant centre;Arrière centre
0.51;0.54;0.3;0.51;BUT;Avant centre;Avant centre
0.03;0.04;0.51;0.21;BUT;Arrière gauche;Arrière centre
0.7;0.39;0.64;0.32;NEUTRALISATION;Arrière droite;Arrière centre
0.51;0.83;0.62;0.52;HORS CADRE;Avant centre;Avant centre
0.68;0.46;0.32;0.5;BUT;Arrière droite;Avant centre
0.49;0.81;0.49;0.72;BUT;Avant centre;Avant centre
0.5;0.74;0.98;0.42;NEUTRALISATION;Avant centre;Arrière droite
0.73;0.45;0.78;0.26;POTEAU;Arrière droite;Arrière droite
0.51;0.46;0.31;0.44;BUT;Arrière centre;Arrière gauche
0.77;0.44;0.9;0.32;POTEAU;Arrière droite;Arrière droite
0.25;0.7;0.77;0.7;POTEAU;Avant centre;Avant droite
0.05;0.59;0.1;0.17;INTERCEPTION;Avant gauche;Arrière gauche
0.74;0.45;0.73;0.29;NEUTRALISATION;Arrière droite;Arrière droite
0.21;0.47;0.48;0.51;NEUTRALISATION;Arrière gauche;Avant centre
0.56;0.5;0.83;0.44;ARRÊT;Avant centre;Arrière droite
0.31;0.6;0.81;0.51;NEUTRALISATION;Avant centre;Avant droite
0.19;0.3;0.04;0.04;BUT;Arrière gauche;Arrière gauche
0.79;0.45;0.74;0.48;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.63;0.51;0.72;0.29;ARRÊT;Avant centre;Arrière droite
0.93;0.42;0.67;0.54;INTERCEPTION;Arrière droite;Avant centre
0.94;0.36;0.68;0.29;ARRÊT;Arrière droite;Arrière droite
0.85;0.38;0.64;0.3;CARTON JAUNE;Arrière droite;Arrière centre
0.45;0.47;0.37;0.31;NEUTRALISATION;Arrière centre;Arrière centre
0.5;0.52;0.24;0.49;2 MINUTES;Avant centre;Arrière gauche
0.29;0.52;0.68;0.54;NEUTRALISATION;Avant centre;Avant centre
0.87;0.46;0.8;0.56;ARRÊT;Arrière droite;Avant droite
0.15;0.5;0.51;0.61;ARRÊT;Avant gauche;Avant centre
0.13;0.49;0.55;0.58;HORS CADRE;Arrière gauche;Avant centre
0.24;0.42;0.04;0.03;BUT;Arrière gauche;Arrière gauche
0.37;0.4;0.53;0.41;NEUTRALISATION;Arrière centre;Arrière centre
0.9;0.47;0.51;0.53;BUT;Arrière droite;Avant centre
0.53;0.71;0.4;0.7;BUT;Avant centre;Avant centre
0.66;0.46;0.9;0.32;INTERCEPTION;Arrière droite;Arrière droite
0.37;0.5;0.36;0.3;BUT;Avant centre;Arrière centre
0.52;0.55;0.76;0.52;BUT;Avant centre;Avant droite
0.65;0.48;0.96;0.03;ARRÊT;Arrière centre;Arrière droite
0.26;0.53;0.64;0.6;MARCHÉ;Avant centre;Avant centre
0.31;0.45;0.3;0.55;NEUTRALISATION;Arrière gauche;Avant centre
0.6;0.47;0.58;0.34;ARRÊT;Arrière centre;Arrière centre
0.25;0.37;0.18;0.27;NEUTRALISATION;Arrière gauche;Arrière gauche
0.67;0.47;0.34;0.5;BUT;Arrière droite;Avant centre
0.5;0.81;0.5;0.7;BUT;Avant centre;Avant centre
0.94;0.5;0.46;0.7;NEUTRALISATION;Avant droite;Avant centre
0.51;0.59;0.09;0.49;NEUTRALISATION;Avant centre;Arrière gauche
0.5;0.83;0.92;0.59;BUT;Avant centre;Avant droite
0.8;0.32;0.97;0.05;ARRÊT;Arrière droite;Arrière droite
0.49;0.46;0.54;0.34;BUT;Arrière centre;Arrière centre
0.85;0.45;0.73;0.49;2 MINUTES;Arrière droite;Arrière droite
0.24;0.48;0.1;0.35;2 MINUTES;Arrière gauche;Arrière gauche
0.8;0.42;0.61;0.33;NEUTRALISATION;Arrière droite;Arrière centre
0.7;0.42;0.51;0.34;2 MINUTES;Arrière droite;Arrière centre
0.35;0.7;0.25;0.7;NEUTRALISATION;Avant centre;Avant centre
0.11;0.45;0.47;0.58;NEUTRALISATION;Arrière gauche;Avant centre
0.82;0.32;0.74;0.28;NEUTRALISATION;Arrière droite;Arrière droite
0.52;0.54;0.15;0.44;INTERCEPTION;Avant centre;Arrière gauche
0.84;0.7;0.32;0.53;BUT;Avant droite;Avant centre
0.52;0.7;0.91;0.58;BUT;Avant centre;Avant droite
0.3;0.4;0.34;0.3;PASSE INCOMPLETE;Arrière gauche;Arrière centre
0.49;0.95;0.15;0.52;BUT;Avant centre;Avant gauche
0.8;0.38;0.59;0.32;POTEAU;Arrière droite;Arrière centre
0.36;0.5;0.34;0.3;PASSE INCOMPLETE;Avant centre;Arrière centre
0.5;0.96;0.52;0.71;MARCHÉ;Avant centre;Avant centre
0.34;0.47;0.46;0.32;BUT;Arrière centre;Arrière centre
0.5;0.52;0.83;0.52;NEUTRALISATION;Avant centre;Avant droite
0.25;0.41;0.07;0.04;BUT;Arrière gauche;Arrière gauche
0.48;0.7;0.13;0.7;ARRÊT;Avant centre;Avant gauche
0.52;0.38;0.7;0.45;NEUTRALISATION;Arrière centre;Arrière droite
0.41;0.43;0.25;0.4;INTERCEPTION;Arrière centre;Arrière gauche
0.5;0.83;0.52;0.8;BUT;Avant centre;Avant centre
0.5;0.47;0.34;0.44;NEUTRALISATION;Arrière centre;Arrière centre
0.78;0.37;0.96;0.05;ZONE;Arrière droite;Arrière droite
0.49;0.54;0.26;0.5;NEUTRALISATION;Avant centre;Avant centre
0.46;0.52;0.33;0.36;NEUTRALISATION;Avant centre;Arrière centre
0.44;0.46;0.5;0.32;BUT;Arrière centre;Arrière centre
0.5;0.48;0.98;0.03;BUT;Arrière centre;Arrière droite
0.82;0.3;0.97;0.05;NEUTRALISATION;Arrière droite;Arrière droite
0.19;0.39;0.04;0.04;ARRÊT;Arrière gauche;Arrière gauche
0.85;0.34;0.93;0.12;INTERCEPTION;Arrière droite;Arrière droite
0.5;0.85;0.38;0.55;ARRÊT;Avant centre;Avant centre
0.76;0.71;0.36;0.71;ARRÊT;Avant droite;Avant centre
0.49;0.71;0.52;0.7;2 MINUTES;Avant centre;Avant centre
0.48;0.83;0.69;0.58;POTEAU;Avant centre;Avant centre
0.5;0.48;0.38;0.56;BUT;Arrière centre;Avant centre
0.49;0.55;0.12;0.43;NEUTRALISATION;Avant centre;Arrière gauche
0.26;0.48;0.18;0.54;NEUTRALISATION;Arrière gauche;Avant gauche
0.5;0.83;0.41;0.51;BUT;Avant centre;Avant centre
0.19;0.49;0.53;0.56;ARRÊT;Arrière gauche;Avant centre
0.91;0.5;0.64;0.56;INTERCEPTION;Avant droite;Avant centre
0.5;0.52;0.02;0.28;BALLON SORTI;Avant centre;Arrière gauche
0.46;0.43;0.76;0.4;INTERCEPTION;Arrière centre;Arrière droite
0.32;0.84;0.7;0.7;BUT;Avant centre;Avant centre
0.52;0.54;0.21;0.47;NEUTRALISATION;Avant centre;Arrière gauche
0.51;0.54;0.79;0.53;POTEAU;Avant centre;Avant droite
0.38;0.45;0.35;0.51;BUT;Arrière centre;Avant centre
0.06;0.06;0.16;0.38;NEUTRALISATION;Arrière gauche;Arrière gauche
0.06;0.34;0.08;0.5;2 MINUTES;Arrière gauche;Avant gauche
0.25;0.43;0.14;0.47;ARRÊT;Arrière gauche;Arrière gauche
0.24;0.44;0.17;0.55;BUT;Arrière gauche;Avant gauche
0.88;0.34;0.65;0.58;BUT;Arrière droite;Avant centre
0.66;0.45;0.75;0.58;ARRÊT;Arrière droite;Avant droite
0.5;0.57;0.24;0.5;NEUTRALISATION;Avant centre;Avant gauche
0.5;0.47;0.34;0.57;HORS CADRE;Arrière centre;Avant centre
0.71;0.33;0.5;0.52;NEUTRALISATION;Arrière droite;Avant centre
0.51;0.56;0.51;0.55;BUT;Avant centre;Avant centre
0.52;0.55;0.51;0.56;HORS CADRE;Avant centre;Avant centre
0.19;0.43;0.37;0.45;BUT;Arrière gauche;Arrière centre
0.52;0.54;0.87;0.37;BUT;Avant centre;Arrière droite
0.53;0.5;0.64;0.33;ARRÊT;Avant centre;Arrière centre
0.59;0.91;0.6;0.7;NEUTRALISATION;Avant centre;Avant centre
0.51;0.55;0.2;0.42;ARRÊT;Avant centre;Arrière gauche
0.11;0.5;0.58;0.6;BUT;Avant gauche;Avant centre
0.51;0.59;0.51;0.55;ARRÊT;Avant centre;Avant centre
0.44;0.61;0.23;0.25;2 MINUTES;Avant centre;Arrière gauche
0.38;0.83;0.74;0.82;BUT;Avant centre;Avant centre
0.24;0.45;0.82;0.4;ARRÊT;Arrière gauche;Arrière droite
0.53;0.73;0.92;0.53;HORS CADRE;Avant centre;Avant droite
0.93;0.4;0.64;0.52;POTEAU;Arrière droite;Avant centre
0.3;0.45;0.19;0.52;BUT;Arrière gauche;Avant gauche
0.4;0.6;0.13;0.09;POTEAU;Avant centre;Arrière gauche
0.56;0.72;0.51;0.54;BUT;Avant centre;Avant centre
0.79;0.54;0.46;0.49;ARRÊT;Avant droite;Arrière centre
0.5;0.54;0.15;0.36;ARRÊT;Avant centre;Arrière gauche
0.62;0.54;0.5;0.51;ARRÊT;Avant centre;Avant centre
0.41;0.91;0.9;0.61;CARTON JAUNE;Avant centre;Avant droite
0.5;0.57;0.88;0.38;BUT;Avant centre;Arrière droite
0.92;0.49;0.51;0.53;ARRÊT;Arrière droite;Avant centre
0.16;0.59;0.23;0.26;BUT;Avant gauche;Arrière gauche
0.9;0.53;0.91;0.06;ARRÊT;Avant droite;Arrière droite
0.74;0.59;0.79;0.24;BUT;Avant centre;Arrière droite
0.52;0.5;0.94;0.05;ARRÊT;Avant centre;Arrière droite
0.52;0.56;0.16;0.54;BUT;Avant centre;Avant gauche
0.81;0.34;0.51;0.36;CARTON JAUNE;Arrière droite;Arrière centre
0.1;0.47;0.12;0.09;BUT;Arrière gauche;Arrière gauche
0.46;0.5;0.16;0.39;ARRÊT;Avant centre;Arrière gauche
0.19;0.4;0.17;0.46;BUT;Arrière gauche;Arrière gauche
0.52;0.49;0.53;0.33;BUT;Arrière centre;Arrière centre
0.47;0.49;0.54;0.32;2 MINUTES;Arrière centre;Arrière centre
0.51;0.58;0.71;0.54;BUT;Avant centre;Avant centre
0.78;0.43;0.46;0.45;BUT;Arrière droite;Arrière centre
0.17;0.22;0.3;0.31;BUT;Arrière gauche;Arrière gauche
0.75;0.49;0.52;0.49;ARRÊT;Arrière droite;Arrière centre
0.6;0.47;0.64;0.48;POTEAU;Arrière centre;Arrière centre
0.35;0.8;0.42;0.41;BUT;Avant centre;Arrière centre
