"CD_MATCH","MOMENTUM","nb_momentums","GAGNE","ECART_POINTS"
"FR-1-H_32_49_5848","FR_PAUC_13100",7,FALSE,-2
"FR-1-H_32_49_5848","FR_FTHB_31000",7,TRUE,2
"FR-1-H_32_49_5849","FR_CRMHB_35510",4,FALSE,-5
"FR-1-H_32_49_5849","FR_MHB_34000",7,TRUE,5
"FR-1-H_32_49_5850","FR_CCMHB_28000",11,TRUE,9
"FR-1-H_32_49_5850","FR_USCHB_94000",4,FALSE,-9
"FR-1-H_32_49_5851","FR_IPHB_13806",3,FALSE,-5
"FR-1-H_32_49_5851","FR_USAMNG_30918",6,TRUE,5
"FR-1-H_32_49_5852","FR_LHB_87000",2,FALSE,-13
"FR-1-H_32_49_5852","FR_PSGHB_75016",10,TRUE,13
"FR-1-H_32_49_5853","FR_HBCN_44200",8,TRUE,5
"FR-1-H_32_49_5853","FR_CSMBHB_73000",5,FALSE,-5
"FR-1-H_32_49_5854","FR_SRVHB_83700",4,TRUE,2
"FR-1-H_32_49_5854","FR_USIHB_94200",6,FALSE,-2
"FR-1-H_32_49_5855","FR_TFHB_93290",3,FALSE,-5
"FR-1-H_32_49_5855","FR_DHBGL_59140",6,TRUE,5
"FR-1-H_32_50_5856","FR_CSMBHB_73000",6,NA,0
"FR-1-H_32_50_5856","FR_MHB_34000",4,NA,0
"FR-1-H_32_50_5857","FR_USCHB_94000",7,TRUE,5
"FR-1-H_32_50_5857","FR_SRVHB_83700",6,FALSE,-5
"FR-1-H_32_50_5858","FR_PAUC_13100",6,TRUE,5
"FR-1-H_32_50_5858","FR_DHBGL_59140",3,FALSE,-5
"FR-1-H_32_50_5859","FR_IPHB_13806",5,FALSE,-7
"FR-1-H_32_50_5859","FR_HBCN_44200",11,TRUE,7
"FR-1-H_32_50_5860","FR_USIHB_94200",1,FALSE,-15
"FR-1-H_32_50_5860","FR_CRMHB_35510",6,TRUE,15
"FR-1-H_32_50_5861","FR_LHB_87000",6,TRUE,2
"FR-1-H_32_50_5861","FR_CCMHB_28000",6,FALSE,-2
"FR-1-H_32_50_5862","FR_USAMNG_30918",7,FALSE,-1
"FR-1-H_32_50_5862","FR_FTHB_31000",5,TRUE,1
"FR-1-H_32_91_5864","FR_PAUC_13100",5,FALSE,-1
"FR-1-H_32_91_5864","FR_PSGHB_75016",6,TRUE,1
"FR-1-H_32_91_5865","FR_CRMHB_35510",4,FALSE,-8
"FR-1-H_32_91_5865","FR_DHBGL_59140",7,TRUE,8
"FR-1-H_32_91_5866","FR_USIHB_94200",3,FALSE,-4
"FR-1-H_32_91_5866","FR_USCHB_94000",7,TRUE,4
"FR-1-H_32_91_5867","FR_MHB_34000",8,NA,0
"FR-1-H_32_91_5867","FR_USAMNG_30918",8,NA,0
"FR-1-H_32_91_5868","FR_HBCN_44200",10,TRUE,16
"FR-1-H_32_91_5868","FR_LHB_87000",3,FALSE,-16
"FR-1-H_32_91_5869","FR_SRVHB_83700",7,NA,0
"FR-1-H_32_91_5869","FR_CSMBHB_73000",7,NA,0
"FR-1-H_32_91_5870","FR_FTHB_31000",5,TRUE,2
"FR-1-H_32_91_5870","FR_CCMHB_28000",5,FALSE,-2
"FR-1-H_32_91_5871","FR_TFHB_93290",7,FALSE,-1
"FR-1-H_32_91_5871","FR_IPHB_13806",6,TRUE,1
"FR-1-H_32_92_5872","FR_CSMBHB_73000",8,NA,0
"FR-1-H_32_92_5872","FR_CRMHB_35510",8,NA,0
"FR-1-H_32_92_5873","FR_CCMHB_28000",9,TRUE,5
"FR-1-H_32_92_5873","FR_TFHB_93290",4,FALSE,-5
"FR-1-H_32_92_5874","FR_USCHB_94000",4,FALSE,-14
"FR-1-H_32_92_5874","FR_HBCN_44200",8,TRUE,14
"FR-1-H_32_92_5875","FR_IPHB_13806",5,FALSE,-8
"FR-1-H_32_92_5875","FR_FTHB_31000",8,TRUE,8
"FR-1-H_32_92_5876","FR_LHB_87000",4,NA,0
"FR-1-H_32_92_5876","FR_DHBGL_59140",6,NA,0
"FR-1-H_32_92_5877","FR_MHB_34000",6,TRUE,1
"FR-1-H_32_92_5877","FR_PAUC_13100",5,FALSE,-1
"FR-1-H_32_92_5878","FR_USAMNG_30918",7,TRUE,8
"FR-1-H_32_92_5878","FR_USIHB_94200",3,FALSE,-8
"FR-1-H_32_92_5879","FR_PSGHB_75016",9,TRUE,11
"FR-1-H_32_92_5879","FR_SRVHB_83700",5,FALSE,-11
"FR-1-H_32_93_5880","FR_PAUC_13100",6,TRUE,2
"FR-1-H_32_93_5880","FR_LHB_87000",5,FALSE,-2
"FR-1-H_32_93_5881","FR_CRMHB_35510",8,FALSE,-7
"FR-1-H_32_93_5881","FR_PSGHB_75016",8,TRUE,7
"FR-1-H_32_93_5882","FR_DHBGL_59140",6,TRUE,4
"FR-1-H_32_93_5882","FR_USCHB_94000",6,FALSE,-4
"FR-1-H_32_93_5883","FR_USIHB_94200",5,TRUE,1
"FR-1-H_32_93_5883","FR_CSMBHB_73000",7,FALSE,-1
"FR-1-H_32_93_5884","FR_HBCN_44200",8,TRUE,5
"FR-1-H_32_93_5884","FR_CCMHB_28000",7,FALSE,-5
"FR-1-H_32_93_5885","FR_SRVHB_83700",7,FALSE,-6
"FR-1-H_32_93_5885","FR_IPHB_13806",7,TRUE,6
"FR-1-H_32_93_5886","FR_FTHB_31000",7,FALSE,-2
"FR-1-H_32_93_5886","FR_MHB_34000",9,TRUE,2
"FR-1-H_32_93_5887","FR_TFHB_93290",4,NA,0
"FR-1-H_32_93_5887","FR_USAMNG_30918",7,NA,0
"FR-1-H_32_94_5888","FR_CSMBHB_73000",8,TRUE,6
"FR-1-H_32_94_5888","FR_DHBGL_59140",3,FALSE,-6
"FR-1-H_32_94_5889","FR_CCMHB_28000",4,FALSE,-1
"FR-1-H_32_94_5889","FR_SRVHB_83700",6,TRUE,1
"FR-1-H_32_94_5890","FR_USCHB_94000",7,TRUE,8
"FR-1-H_32_94_5890","FR_CRMHB_35510",4,FALSE,-8
"FR-1-H_32_94_5891","FR_IPHB_13806",6,FALSE,-1
"FR-1-H_32_94_5891","FR_LHB_87000",6,TRUE,1
"FR-1-H_32_94_5892","FR_HBCN_44200",9,TRUE,9
"FR-1-H_32_94_5892","FR_MHB_34000",6,FALSE,-9
"FR-1-H_32_94_5893","FR_PSGHB_75016",13,TRUE,20
"FR-1-H_32_94_5893","FR_USAMNG_30918",4,FALSE,-20
"FR-1-H_32_94_5894","FR_FTHB_31000",7,TRUE,6
"FR-1-H_32_94_5894","FR_USIHB_94200",5,FALSE,-6
"FR-1-H_32_94_5895","FR_TFHB_93290",5,FALSE,-7
"FR-1-H_32_94_5895","FR_PAUC_13100",7,TRUE,7
"JO-H-2021_1_3","INTER_SUEDE",5,TRUE,1
"JO-H-2021_1_3","INTER_BAHRAIN",5,FALSE,-1
"JO-H-2021_1_4","INTER_ALLEMAGNE",0,NA,NA
"JO-H-2021_1_4","INTER_ESPAGNE",0,NA,NA
"JO-H-2021_1_5","INTER_PORTUGAL",6,FALSE,-7
"JO-H-2021_1_5","INTER_EGYPTE",9,TRUE,7
"JO-H-2021_1_6","INTER_DANEMARK",11,TRUE,17
"JO-H-2021_1_6","INTER_JAPON",4,FALSE,-17
"JO-H-2021_2_11","INTER_BAHRAIN",3,FALSE,-1
"JO-H-2021_2_11","INTER_PORTUGAL",7,TRUE,1
"JO-H-2021_2_12","INTER_JAPON",4,FALSE,-2
"JO-H-2021_2_12","INTER_SUEDE",6,TRUE,2
"JO-H-2021_2_9","INTER_EGYPTE",2,FALSE,-4
"JO-H-2021_2_9","INTER_DANEMARK",6,TRUE,4
"JO-H-2021_3_13","INTER_DANEMARK",7,TRUE,11
"JO-H-2021_3_13","INTER_BAHRAIN",3,FALSE,-11
"JO-H-2021_3_14","INTER_SUEDE",8,TRUE,1
"JO-H-2021_3_14","INTER_PORTUGAL",6,FALSE,-1
"JO-H-2021_3_15","INTER_JAPON",6,FALSE,-5
"JO-H-2021_3_15","INTER_EGYPTE",9,TRUE,5
"JO-H-2021_3_18","INTER_FRANCE",7,TRUE,2
"JO-H-2021_3_18","INTER_ALLEMAGNE",7,FALSE,-2
"JO-H-2021_4_20","INTER_BAHRAIN",6,TRUE,2
"JO-H-2021_4_20","INTER_JAPON",5,FALSE,-2
"JO-H-2021_4_22","INTER_SUEDE",4,FALSE,-5
"JO-H-2021_4_22","INTER_EGYPTE",8,TRUE,5
"JO-H-2021_4_23","INTER_PORTUGAL",6,FALSE,-6
"JO-H-2021_4_23","INTER_DANEMARK",8,TRUE,6
"JO-H-2021_4_24","INTER_ALLEMAGNE",8,TRUE,4
"JO-H-2021_4_24","INTER_NORVEGE",5,FALSE,-4
"JO-H-2021_5_26","INTER_EGYPTE",8,TRUE,11
"JO-H-2021_5_26","INTER_BAHRAIN",4,FALSE,-11
"JO-H-2021_5_28","INTER_NORVEGE",0,NA,NA
"JO-H-2021_5_28","INTER_FRANCE",0,NA,NA
"JO-H-2021_5_29","INTER_ALLEMAGNE",6,TRUE,5
"JO-H-2021_5_29","INTER_BRESIL",6,FALSE,-5
